target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,2NDFL,elementary,Corporate,24029,0,1,,,33.300673703,0.4212216483,,,5.4157421963,20685
0,OTHER,elementary,VIP,400000,0,0,0,0.4052867384,41.997260274,8.301369863,1,1,12.339726027,20693
0,OTHER,elementary,,34000,0,0,0,0.9898073477,25.750684932,2.0849315068,1,1,3,20699
0,OTHER,elementary,Corporate,68791,0,0,1,1.441375448,31.495890411,3.0301369863,1,1,11.134246575,20700
0,OTHER,elementary,Corporate,46051,0,1,,,52.713114754,11.40824912,,,6.668523093,20703
0,OTHER,elementary,,26000,0,0,1,2.2796818996,56.71863912,7.6967213115,0,0,10.302200764,20706
0,2NDFL,advanced,,25680,0,0,0,27.314045699,43.445355191,0.5142076503,,,8.6374953215,20708
0,OTHER,advanced,,20000,0,0,,,49.562796617,6.0312897672,,,4.5300546448,20714
0,OTHER,elementary,,150000,0,0,0,48.475896057,41.167460139,2.4575342466,0,0,10.479452055,20727
0,2NDFL,elementary,,104400,0,0,0,0.7305107527,33.685919605,5.6393442623,0,0,1.7461935774,20738
0,OTHER,elementary,Corporate,17996,0,1,2,0.7609767025,27.950684932,0.4648401826,0,0,7.4109589041,20742
0,OTHER,elementary,,100000,0,0,0,3.5010528674,49.244344637,14.81420765,0,0,3.9153005464,20757
0,OTHER,elementary,,60000,0,0,1,0.5954077061,37.225001871,3.3756868029,0,0,3.2469196796,20759
0,2NDFL,elementary,Corporate,234900,0,0,2,0.6985663082,35.482191781,1.0522718766,0,1,2.6575342466,20765
0,OTHER,elementary,,80000,0,0,0,1.0822356631,39.012643162,3.7540983607,0,0,3.8142076503,20773
0,OTHER,advanced,Corporate,13135,0,1,1,0.6958333333,28.871120593,0.6218055244,1,1,4.788928812,20777
0,2NDFL,advanced,,16604,0,0,1,1.4115143369,50.178112134,9.5123587095,0,0,1.7972902163,20788
0,OTHER,elementary,Corporate,47531,0,1,,,48.350595104,6.9890410959,,,3.2849315068,20793
0,OTHER,elementary,VIP,500000,0,0,0,0.5019265233,42.008219178,4.0383561644,2,3,10.95890411,20805
0,OTHER,elementary,Corporate,128721,0,1,0,3.1860887097,48.925503406,0.4898869676,0,1,3.7513661202,20813
0,OTHER,elementary,Corporate,106244,0,1,1,1.1814740143,40.49726776,5.6641664795,0,0,9.0614267535,20817
0,OTHER,elementary,,85000,0,0,,,40.667677221,8.3698630137,,,9.2387154727,20820
0,OTHER,elementary,,60000,0,0,1,-0.782011649,33.054105846,9.6388052998,1,1,11.24109589,20821
0,OTHER,advanced,Corporate,35344,0,1,,,30.221917808,0.5365296804,,,1.4,20823
0,OTHER,elementary,Corporate,51872,0,1,,,28.853933678,0.5416049105,,,1.7553035407,20835
0,OTHER,advanced,,62500,0,0,0,0.7300179211,47.158934052,5.4931806273,0,0,2.1342765177,20840
0,2NDFL,elementary,,37763,0,0,2,0.8902553763,42.682191781,1.7205479452,2,2,10.210958904,20845
0,2NDFL,elementary,,,0,1,1,1.1449148746,34.923175387,0.3752301819,,,9.6190657983,20846
0,OTHER,elementary,Corporate,16899,0,1,2,1.1162634409,30.422426828,1.5977692941,0,0,4.2213114754,20853
0,2NDFL,elementary,,26100,0,0,0,6.983109319,36.654487611,0.3942136387,1,1,9.1585972004,20855
0,2NDFL,advanced,,29963,0,0,,,49.126783442,6.3178082192,,,4.0767123288,20856
0,OTHER,elementary,,25000,0,0,,,31.610958904,1.2236694363,,,3.9068493151,20863
0,OTHER,elementary,Corporate,15000,0,0,0,60.443481183,34.361643836,4.4219178082,1,1,11.375342466,20864
0,OTHER,elementary,,60000,0,0,0,8.7297267025,28.453551913,2.6040571899,0,0,1.3026873269,20873
0,OTHER,elementary,Corporate,214283,0,0,0,0.2734318996,41.627479602,5.3269331537,1,1,11.339726027,20882
0,OTHER,elementary,Corporate,15644,0,1,,,26.60716371,5.2455198742,,,5.8975746688,20886
0,2NDFL,elementary,,28685,0,0,,,43.597933977,0.5409836066,,,1.888344936,20890
0,2NDFL,elementary,,19622,0,0,0,18,42.649509694,0.5191256831,1,1,0.3415300546,20895
0,2NDFL,elementary,,147900,0,0,1,1.1427195341,26.890298675,0.7944082641,0,1,6.8026274422,20899
0,2NDFL,advanced,,39050,0,0,0,2.2211917563,35.523287671,3.3150684932,1,1,9.5150684932,20908
0,OTHER,advanced,,80000,0,0,,,43.073972603,1.2851635601,,,10.698630137,20912
0,OTHER,advanced,Corporate,36690,0,1,1,0.951702509,36.916707837,0.4684931507,2,2,5.2500411707,20916
0,OTHER,elementary,Corporate,109011,0,1,,,37.001100382,0.6923572124,,,9.498630137,20920
0,2NDFL,elementary,,,1,1,1,0.3675179211,37.161643836,5.3616438356,0,0,11.153424658,20925
0,OTHER,advanced,,42000,1,0,1,0.5972446237,42.14248821,5.5781046486,0,0,9.9972827307,20928
0,OTHER,elementary,Corporate,113382,0,1,,,38.168807545,1.7112732989,,,10.883876039,20929
0,OTHER,elementary,,60000,0,0,,,38.084931507,5.0392619208,,,3.3095890411,20930
0,OTHER,advanced,,80000,0,0,0,0.927531362,37.148289543,2.5455498166,0,0,4.9263717344,20938
0,2NDFL,elementary,Corporate,52180,0,1,2,0.9533154122,28.377386032,0.4513586346,0,0,8.1420765027,20946
0,OTHER,beginner,Corporate,136248,0,1,0,0.44390681,33.98472191,8.9107493076,0,0,10.823078075,20950
0,OTHER,elementary,,30000,0,0,3,-0.265524194,50.334246575,5.3726027397,0,1,5.1287671233,20953
0,OTHER,advanced,Corporate,38678,0,1,2,1,28.66195823,4.3005464481,1,1,4.9140130249,20959
0,OTHER,advanced,Corporate,38678,0,1,2,1,28.66195823,4.3005464481,1,1,4.9140130249,20960
0,OTHER,advanced,,13000,0,0,1,0.6978494624,52.43442623,2.2227487087,0,0,5.5597350101,20971
0,OTHER,advanced,Corporate,49237,0,1,1,0.3381048387,28.947638296,4.7421588442,0,0,2.5695561045,20973
0,OTHER,elementary,Corporate,166367,0,1,2,0.5661738351,32.847084363,2.4416049105,0,0,10.929276143,20976
0,OTHER,elementary,Corporate,166367,0,1,2,0.5661738351,32.847084363,2.4416049105,0,0,10.929276143,20977
0,OTHER,advanced,,33000,0,0,1,0.859811828,50.135077476,1.450145969,0,0,5.0419267909,20980
0,OTHER,elementary,Corporate,25955,0,1,0,,53.530271727,1.535751179,0,0,7.8360655738,20984
0,2NDFL,advanced,,35433,0,0,0,0.863172043,48.068306011,1.4813309379,0,0,2.9388651845,20990
0,OTHER,elementary,Corporate,26528,0,1,1,0.7640008961,28.880282955,5.450145969,0,0,3.9426229508,20993
0,2NDFL,beginner,,70867,0,0,0,,48.720435661,18.030024702,0,0,3.6338797814,20996
0,OTHER,elementary,,60000,0,0,1,1.2812051971,52.453551913,2.8994610375,0,0,7.4200089827,20998
0,OTHER,elementary,Corporate,146167,0,1,1,0.2403449821,35.221917808,3.8054794521,1,1,10.189041096,21003
0,OTHER,high,Corporate,158244,0,1,0,,45.597260274,0.5685156075,0,0,0.5084063178,21011
0,2NDFL,advanced,,16603,0,0,,,36.150684932,0.5935249644,,,8.3640167677,21012
0,OTHER,elementary,,70000,0,0,,,29.394543005,2.301369863,,,8.5202260648,21013
0,OTHER,beginner,Corporate,58080,0,1,1,0.5703629032,28.409836066,0.6256830601,0,0,8.281420765,21014
0,2NDFL,elementary,,212051,0,0,,,36.84109589,5.4039973052,,,7.2164383562,21016
0,OTHER,advanced,Corporate,44143,0,1,1,2.205734767,42.936117973,0.9032412606,0,0,10.06214537,21017
0,OTHER,advanced,Corporate,32290,0,1,,,54.219178082,7.0794520548,,,8.6103001722,21020
0,2NDFL,high,,50301,0,0,0,0.4067876344,32.801152781,1.910741822,1,1,10.798413055,21021
0,OTHER,elementary,Corporate,69852,0,1,0,0.2508064516,28.88041021,6.7287671233,0,0,4.2356014672,21026
0,2NDFL,elementary,,18058,0,0,1,0.6670922939,32.213578861,4.043715847,0,0,5.4930309155,21030
0,2NDFL,advanced,,30450,0,0,,,44.5905457,0.4262295082,,,9.3549292612,21033
0,OTHER,elementary,Corporate,31320,0,1,,,28.438056741,0.4791526312,,,0.2133992065,21035
0,OTHER,elementary,Corporate,60861,0,1,0,13.445743728,31.594520548,1.3182423834,1,1,4.1178082192,21041
0,OTHER,elementary,Corporate,23150,0,1,0,0.6090501792,45.649315068,1.053215061,1,1,0.5832697058,21050
0,OTHER,elementary,,106000,0,0,,,41.14471143,0.2301369863,,,10.002739726,21056
0,OTHER,high,Corporate,60567,0,1,1,0.3113799283,31.016326072,3.1256830601,1,1,9.8793397709,21058
0,OTHER,elementary,Corporate,162427,0,1,,,33.487671233,0.3671232877,,,9.9479452055,21074
0,2NDFL,elementary,,26182,0,0,,,28.604453926,1.3917808219,,,0.3940714125,21075
0,OTHER,elementary,Corporate,43604,0,1,1,1.0525761649,26.649659406,1.68801557,0,0,6.4250018714,21076
0,OTHER,elementary,,22000,0,0,1,0.9205645161,32.592933603,0.6860842877,0,1,9.3052623699,21078
0,OTHER,high,Corporate,38576,0,1,,,55.298630137,3.402739726,,,7.9342465753,21085
0,OTHER,elementary,,78000,0,0,1,0.6331541219,34.806632233,1.4175911371,0,0,9.7490979864,21086
0,OTHER,advanced,Corporate,52200,0,1,1,0.8878808244,39.569863014,1.4575342466,0,0,4.9106295381,21098
0,OTHER,elementary,Corporate,38844,0,1,1,0.7032706093,27.342465753,3.1808219178,2,2,7.2,21105
0,OTHER,elementary,Corporate,37457,0,1,1,0.599171147,32.982393892,2.1232876712,1,1,5.0780223071,21108
0,OTHER,advanced,Corporate,40702,0,1,2,1.3710349462,28.902268134,3.9616438356,1,1,7.1260273973,21111
0,OTHER,advanced,,60000,0,0,0,2.505577957,41.380821918,10.564383562,0,0,9.9068493151,21135
0,OTHER,elementary,Corporate,17304,0,1,0,1.9580645161,26.491728423,1.4999476009,,,6.0259749981,21141
0,OTHER,advanced,Corporate,78577,0,1,1,0.9813172043,36.423497268,0.5191256831,0,0,9.9515083464,21143
0,OTHER,elementary,Corporate,28104,0,1,0,32.084632616,40.664293735,12.046575342,,,10.210958904,21150
0,OTHER,elementary,Corporate,27499,0,1,0,24.183198925,26.826536417,1.0265364174,0,0,5.8648925818,21151
0,OTHER,advanced,Corporate,25342,0,1,0,1,37.194221124,3.1475409836,0,0,4.0601092896,21159
0,OTHER,elementary,,30000,0,0,,,28.806879257,4.1506849315,,,7.8054794521,21167
0,OTHER,advanced,Corporate,25317,0,1,0,0.8216173835,34.231289767,1.8230705891,1,1,2.6367692193,21171
0,OTHER,advanced,,39150,0,0,0,,33.510098061,6.485440527,0,0,9.2059884722,21174
0,2NDFL,elementary,,136757,0,0,0,3.9615591398,50.726536417,31.22790628,1,1,5.6142076503,21175
0,2NDFL,elementary,,136757,0,0,0,3.9615591398,50.726536417,31.22790628,1,1,5.6142076503,21176
0,2NDFL,elementary,,42848,0,0,,,45.796953365,1.4462684333,,,0.6407889812,21178
0,OTHER,elementary,,40000,0,0,1,0.4061827957,47.567123288,19.449315068,0,0,2.5424657534,21179
0,OTHER,elementary,,14284,2,0,,,32.128415301,0.6229508197,,,7.7921251591,21183
0,OTHER,advanced,Corporate,20491,0,1,,,47.089355491,3.0564787784,,,2.0866157647,21200
0,OTHER,advanced,Corporate,73306,0,1,0,18.534991039,30.943446366,4.9324874616,0,0,8.7379669137,21201
0,OTHER,advanced,Corporate,80593,0,0,,,38.046575342,0.5506849315,,,9.6527808968,21208
0,OTHER,advanced,Corporate,53000,0,1,2,0.2829301075,34.457534247,10.624657534,0,0,10.243835616,21210
0,2NDFL,elementary,,78557,0,0,0,25.627576165,25.945205479,6.6,1,1,3.7698630137,21212
0,2NDFL,elementary,,54575,0,0,0,3.6407258065,30.2,0.3561643836,1,1,9.8438356164,21223
0,OTHER,elementary,Corporate,209458,1,1,1,0.5353494624,41.594520548,4.5417770791,0,0,10.583561644,21247
0,OTHER,elementary,,114000,0,0,0,,32.790538214,4.5604012276,0,1,8.393442623,21255
0,2NDFL,elementary,,100065,0,0,,,39.81369863,3.2082191781,,,10.715068493,21277
0,OTHER,elementary,Corporate,68861,0,1,2,1.1097894265,28.248693765,1.9671232877,0,0,7.9534246575,21279
0,OTHER,elementary,Corporate,116216,1,1,0,2.3123655914,43.228063478,10.471899094,0,0,9.5047758066,21281
0,2NDFL,beginner,VIP,311016,0,0,0,-0.206070789,56.221917808,6.2438356164,1,1,10.679452055,21285
0,OTHER,elementary,Corporate,43338,0,1,1,-0.559543011,26.873972603,5.6575342466,1,1,6.8191780822,21286
0,2NDFL,elementary,,188985,0,0,1,0.7023073477,28.760865334,3.3917808219,2,2,7.3945205479,21288
0,OTHER,high,,35000,0,0,1,0.6663530466,34.242600494,3.2042443297,1,1,9.5658881653,21292
0,2NDFL,elementary,Corporate,170736,0,1,1,0.6396729391,52.309589041,10.591780822,1,1,7.1945205479,21296
0,OTHER,elementary,,40000,0,0,1,0.7009632616,26.402739726,1.9315068493,0,0,6.3123287671,21298
0,2NDFL,elementary,,117707,0,0,0,15.345049283,50.610262744,28.648618909,0,0,5.5499887716,21299
0,OTHER,elementary,,45000,0,0,0,3.6328181004,39.01420765,4.4836065574,0,0,10.269002171,21300
0,OTHER,elementary,,156600,0,0,1,1.0559587814,32.301369863,1.6876712329,1,1,10.306849315,21302
0,OTHER,elementary,Corporate,98241,0,1,1,0.922625448,34.057534247,8.7228310502,1,1,0.4054794521,21303
0,OTHER,elementary,,87000,0,0,,,32.219178082,3.8219178082,,,11.049315068,21307
0,OTHER,elementary,Corporate,128811,0,1,,,29.997260274,3.9890410959,,,9.8602739726,21309
0,OTHER,elementary,Corporate,153344,0,1,0,3.273655914,27.912568306,0.9598847219,0,0,1.9050902014,21313
0,2NDFL,elementary,,47776,0,0,0,0.5380376344,28.364181451,4.3751104125,2,2,0.8942360955,21318
0,2NDFL,elementary,,83798,0,0,0,0.6949820789,34.896871023,7.3489258178,1,2,7.9016393443,21321
0,OTHER,elementary,Corporate,101564,0,0,0,,49.457534247,4.6481697732,,,4.4241260573,21323
0,2NDFL,advanced,,56893,0,0,,,44.79587544,2.2054794521,,,12.101369863,21324
0,2NDFL,elementary,,339763,0,0,2,1.3090053763,55.151837712,8.6395089453,0,0,2.0285500412,21328
0,2NDFL,advanced,,32912,0,0,2,1.0523297491,56.275956284,10.26094019,0,0,11.197926492,21334
0,OTHER,advanced,Corporate,39785,0,1,,,29.734246575,0.4982783142,,,4.9709559099,21339
0,OTHER,elementary,,30000,0,0,,,52.215846995,8.5464480874,,,6.844172468,21341
0,OTHER,elementary,,40000,0,0,1,0.9868503584,39.849315068,3.1424657534,1,1,9.8273972603,21352
0,2NDFL,elementary,,28669,0,0,1,1.2765456989,49.745205479,1.1398308257,1,1,3.4520547945,21364
0,2NDFL,elementary,,52817,0,0,0,0.9893369176,43.032876712,6.2657534247,0,0,9.3835616438,21366
0,OTHER,elementary,,150000,0,0,0,1.1182795699,58.687147242,4.5255034059,0,1,1.8844075155,21367
0,OTHER,elementary,,50000,0,0,,,37.603720338,0.2103825137,,,8.7379669137,21368
0,OTHER,elementary,Corporate,65019,0,1,,,26.416438356,0.50120518,,,6.301369863,21377
0,2NDFL,elementary,,157149,0,0,1,1.5724238351,41.737330639,1.2085635152,0,0,9.3976046111,21378
0,OTHER,elementary,Corporate,20163,0,1,,,26.417935474,0.8042368441,,,6.3604012276,21383
0,OTHER,advanced,Corporate,36743,0,1,0,3.4752912186,50.22086234,6.4592185044,0,0,5.0455198742,21386
0,OTHER,elementary,Corporate,48419,0,1,1,0.3096102151,43.300546448,14.010255259,0,0,8.2349726776,21389
0,OTHER,elementary,Corporate,23592,0,1,,,26.319492477,2.1386705592,,,6.1304513811,21406
0,OTHER,elementary,Corporate,39950,0,1,,,30.7017142,0.3770491803,,,8.5491803279,21412
0,2NDFL,advanced,,38937,0,0,0,,31.124440452,1.1052623699,0,0,2.9929336028,21418
0,OTHER,elementary,,91850,0,0,1,0.6297043011,39.781420765,4.1639344262,0,1,10.749097986,21421
0,OTHER,advanced,Corporate,36482,0,1,0,4.5298611111,35.93715847,0.6010928962,0,0,4.7652069766,21423
0,OTHER,elementary,Corporate,68418,0,1,2,0.6648297491,33.362796617,7.5792349727,0,0,10.07786511,21432
0,OTHER,advanced,,40000,0,0,1,0.4072132616,27.890410959,5.597260274,0,0,5.6739726027,21437
0,OTHER,elementary,,37000,0,0,1,0.5372759857,29.1043117,0.9895576016,0,0,5.2109589041,21439
0,OTHER,elementary,,37000,0,0,1,0.5372759857,29.1043117,0.9895576016,0,0,5.2109589041,21440
0,OTHER,elementary,Corporate,146219,0,1,0,1.9535842294,26.855460738,1.6554607381,0,0,1.3047758066,21444
0,2NDFL,elementary,Corporate,56825,0,0,1,0.7655689964,37.728767123,5.6082191781,1,1,6.4575342466,21445
0,OTHER,high,Corporate,53744,0,0,2,-0.3625,35.671232877,8.0054794521,1,1,12.21369863,21447
0,OTHER,elementary,,40000,0,0,,,32.735855977,0.1095890411,,,10.032876712,21448
0,2NDFL,advanced,,21138,0,0,0,8.3129480287,30.657534247,1.9095890411,1,1,10.446575342,21449
0,OTHER,elementary,Corporate,43500,0,1,0,0.5336693548,50.41369863,1.9616438356,0,0,5.3397260274,21455
0,OTHER,elementary,Corporate,44594,0,1,,,25.555108915,2.719492477,,,1.818122614,21466
0,OTHER,elementary,VIP,225550,0,1,1,0.7685483871,53.501257579,3.8743169399,0,0,8.0300546448,21470
0,OTHER,elementary,VIP,225550,0,1,1,0.7685483871,53.501257579,3.8743169399,0,0,8.0300546448,21471
0,OTHER,elementary,Corporate,33350,0,1,,,27.352459016,0.3938243881,,,6.6349202785,21475
0,OTHER,elementary,Corporate,70173,0,1,3,1.1864919355,43.642076503,0.4621528558,0,0,10.171741897,21476
0,2NDFL,beginner,,39741,0,0,0,,30.163522719,1.0785912119,0,0,9.182700801,21477
0,OTHER,beginner,,49000,0,0,1,1.207437276,31.734972678,7.0997829179,0,0,9.1052623699,21489
0,OTHER,elementary,,49000,0,0,0,6.3415770609,27.491728423,2.508166779,,,2.316385957,21490
0,2NDFL,advanced,,40228,0,0,2,0.5079077061,46.781330938,9.3511939516,0,0,1.7511939516,21496
0,OTHER,advanced,Corporate,33286,0,1,1,1.4982078853,27.052721012,4.5737704918,0,0,6.8965566285,21499
0,OTHER,elementary,Corporate,54955,0,1,,,49.03379744,4.1232876712,,,3.8410958904,21501
0,OTHER,elementary,Corporate,205774,0,1,1,0.282594086,34.477221349,0.8991391571,0,1,8.9347555955,21506
0,OTHER,advanced,Corporate,66820,0,1,0,7.6598790323,53.923287671,11.495890411,2,2,8.6848566509,21531
0,OTHER,advanced,Corporate,40038,0,1,,,25.938483419,3.7868852459,,,4.8864286249,21533
0,OTHER,advanced,,45000,0,0,0,6.6937051971,37.616438356,5.1946178606,0,0,10.630136986,21537
0,OTHER,elementary,Corporate,59110,0,1,0,,25.42790628,1.1484542256,,,5.2169473763,21546
0,2NDFL,elementary,,13964,0,0,0,41.380085125,56.543715847,24.696721311,,,10.077543229,21559
0,OTHER,elementary,Corporate,68222,0,1,3,0.1854390681,49.120742571,4.1639344262,0,0,4.0409836066,21562
0,OTHER,elementary,Corporate,68222,0,1,3,0.1854390681,49.120742571,4.1639344262,0,0,4.0409836066,21563
0,OTHER,elementary,Corporate,139567,0,1,0,0.406922043,38.341043491,8.5684407516,0,0,8.612276368,21567
0,OTHER,beginner,Corporate,221970,0,1,1,0.5997759857,32.057377049,1.516221274,0,0,9.7518377124,21572
0,OTHER,elementary,Corporate,29088,0,1,,,26.917808219,2.0438356164,,,6.797260274,21575
0,2NDFL,advanced,,22254,0,0,1,0.9489247312,49.096713826,3.5926042368,0,0,4.0628415301,21582
0,OTHER,high,Corporate,38000,0,1,1,1.6731630824,26.096234748,6.6962347481,0,0,5.8907552961,21587
0,OTHER,advanced,Corporate,32223,0,0,,,43.983561644,0.6136986301,,,6.197260274,21591
0,OTHER,elementary,Corporate,18790,0,1,1,0.3474462366,30.465753425,1.5643835616,0,0,8.0465753425,21592
0,2NDFL,elementary,,60900,0,0,,,34.947076877,2.2128303017,,,7.4508196721,21597
0,2NDFL,elementary,,182075,0,0,1,1.1556227599,37.345205479,5.3287671233,1,2,6.9945205479,21598
0,OTHER,advanced,Corporate,29970,0,1,,,40.848072461,0.2131147541,,,2.3658806797,21603
0,OTHER,elementary,Corporate,14740,0,1,,,48.632345235,0.5254959204,,,3.5464480874,21605
0,OTHER,high,Corporate,57508,0,1,1,0.8221102151,30.890410959,4.3148364399,1,1,9.8328767123,21614
0,2NDFL,beginner,,,0,1,1,0.7256272401,48.054794521,9.1618309754,0,0,3,21618
0,2NDFL,elementary,VIP,699262,0,0,0,1358.1756272,31.909589041,2.7643835616,0,0,11.112328767,21622
0,OTHER,elementary,Corporate,220969,0,1,0,0.7219758065,42.498630137,17.515068493,1,1,14.945205479,21624
0,OTHER,elementary,Corporate,72136,0,0,0,57.249081541,27.306849315,2.8219178082,1,1,7.2082191781,21626
0,OTHER,elementary,,25000,0,0,1,0.9825044803,33.971734411,4.3635152332,1,1,0.4648850962,21629
0,OTHER,elementary,Corporate,117706,0,1,1,0.4767473118,37.160408713,4.3661202186,0,0,8.6234224119,21633
0,OTHER,advanced,Corporate,14780,0,1,1,0.6627688172,26.305980987,2.2785837263,0,0,5.045707014,21636
0,OTHER,advanced,Corporate,54561,0,1,1,0.4729614695,37.464331163,5.1246051351,0,1,7.6830601093,21638
0,OTHER,advanced,Corporate,23000,0,1,,,33.780821918,2.2191780822,,,5.7671232877,21641
0,OTHER,advanced,,60000,0,0,0,33.11140233,33.698630137,6.4794520548,1,1,10.906849315,21643
0,2NDFL,elementary,,74370,0,0,0,2.0581989247,29.239224493,3.1424657534,1,1,2.2904109589,21644
0,OTHER,beginner,,50000,0,0,,,42.934246575,0.3479452055,,,9.4539187065,21645
0,2NDFL,elementary,,68549,0,0,,,30.038356164,8.3205479452,,,9.7178082192,21646
0,OTHER,advanced,Corporate,39011,0,1,,,35.789377947,5.9619806872,,,9.7017067146,21650
0,2NDFL,elementary,,72411,0,0,,,25.369863014,2.3589041096,,,5.2521595928,21657
0,OTHER,advanced,,50000,0,0,,,52.334216633,4.5746537915,,,7.2191780822,21659
0,OTHER,elementary,,300000,0,0,0,0.7340949821,33.31300247,1.1951942511,0,0,7.7950819672,21663
0,OTHER,elementary,Corporate,19002,0,1,1,0.763844086,25.154929261,4.6179429598,0,0,4.0601092896,21666
0,2NDFL,elementary,,88814,0,0,0,0.4137096774,39.247249046,3.1294408264,0,0,3.8169398907,21669
0,2NDFL,elementary,,40068,0,0,1,0.5014112903,35.81369863,6.7863013699,0,0,1.8191780822,21673
0,2NDFL,elementary,,16845,0,0,,,38.009536642,2.4341941762,,,7.308166779,21685
0,2NDFL,advanced,,15894,0,0,1,1.7619399642,50.495890411,32.355984729,0,0,5.3890410959,21686
0,OTHER,elementary,Corporate,113733,0,1,0,4.6649417563,46.495890411,1.1780821918,0,0,1.4794520548,21690
0,OTHER,elementary,Corporate,58811,0,1,1,0.5058243728,26.547421214,2.5227636799,0,0,6.3529006662,21694
0,2NDFL,elementary,,85167,0,0,,,36.977378546,0.9034059436,,,4.5362826559,21696
0,OTHER,elementary,Corporate,127500,0,1,0,0.2769713262,43.220158695,8.5546448087,0,0,12.092896175,21700
0,OTHER,elementary,Corporate,47254,0,1,3,0.246953405,29.243858073,0.5006886743,1,1,7.3726027397,21701
0,2NDFL,elementary,,68512,0,0,,,27.043835616,2.895890411,,,6.3780821918,21709
0,OTHER,advanced,Corporate,36753,0,1,,,41.091369114,0.6268882401,,,15.002739726,21714
0,OTHER,elementary,,60000,0,0,,,28.356164384,2.4684931507,,,1.2817875589,21718
0,OTHER,elementary,,60000,0,0,,,28.484617112,9.9561643836,,,7.901369863,21724
0,OTHER,advanced,,17000,0,0,1,0.9811603943,49.861583951,18.335556554,0,0,4.8204880605,21728
0,OTHER,advanced,Corporate,42129,0,1,0,28,37.70906505,0.4433116251,0,0,11.111804776,21732
0,OTHER,elementary,Corporate,18000,0,1,1,1.1495967742,43.066262445,0.5519125683,0,0,6.0991391571,21736
0,2NDFL,elementary,,14223,0,0,,,35.713114754,3.0289018639,,,10.409723782,21739
0,OTHER,elementary,,45000,0,0,2,1,33.564383562,2.2301369863,0,0,10.630136986,21743
0,2NDFL,advanced,,13400,0,0,,,31.293659705,0.5655737705,,,9.6635227188,21744
0,OTHER,advanced,,52300,0,0,,,46.136986301,2.095890411,,,1.0612096714,21745
0,2NDFL,advanced,,39527,0,0,0,1.9890456989,37.290410959,18.912328767,2,2,12.268493151,21752
0,OTHER,elementary,Corporate,67251,0,1,0,1356.1136425,27.369863014,0.1776255708,0,0,7.3534246575,21759
0,2NDFL,elementary,,74293,0,0,0,36.539740143,29.942810091,1.3784265289,0,0,1.6743169399,21761
0,2NDFL,elementary,,42205,0,0,,,41.734598398,1.5269481249,,,8.701369863,21765
0,2NDFL,elementary,,45240,0,0,2,1,40.800980612,4.3005464481,1,1,10.105090201,21778
0,OTHER,elementary,,50000,0,0,,,51.610958904,10.156164384,,,6.4328767123,21779
0,OTHER,advanced,Corporate,44791,0,1,,,54.405479452,0.8207725129,,,8.99017142,21786
0,OTHER,elementary,Corporate,35793,0,1,,,25.815914365,2.1035855977,,,5.5912568306,21787
0,OTHER,elementary,Corporate,149959,0,1,0,,45.37190658,0.78560521,0,0,0.3171120593,21788
0,OTHER,elementary,,100000,0,0,,,35.404371585,6.3390298675,,,7.1691668538,21792
0,OTHER,elementary,Corporate,48393,0,1,,,27.03164159,0.5823265214,,,6.8836963845,21799
0,2NDFL,elementary,,17526,0,0,2,1.1434363799,46.793652219,21.903241261,1,1,1.741597425,21808
0,OTHER,elementary,,150000,0,0,,,43.950684932,1.7369863014,,,11.515068493,21813
0,OTHER,elementary,,156000,0,0,,,29.107193652,3.8441799536,,,1.9071936522,21818
0,OTHER,elementary,Corporate,38297,0,1,,,27.975342466,0.5944157497,,,1.9369863014,21825
0,OTHER,advanced,Corporate,26121,0,1,1,1.5068548387,31.356164384,0.4187214612,1,1,11.210958904,21829
0,2NDFL,elementary,,79397,0,0,0,0.7331317204,30.865753425,1.7561643836,1,1,10.156164384,21830
0,OTHER,elementary,Corporate,45745,0,1,,,28.084931507,6.2684931507,,,8,21840
0,OTHER,elementary,Corporate,159970,0,0,,,29.704386556,1.8054794521,,,9.5950969384,21848
0,OTHER,elementary,Corporate,50436,0,1,0,1.3728718638,29.80716371,4.3005464481,1,1,9.3057938468,21860
0,OTHER,elementary,Corporate,42673,0,1,1,0.7235215054,32.408219178,1.230818175,1,1,2.3534246575,21863
0,OTHER,elementary,,70000,0,0,0,1,53.306849315,0.6481697732,,,8.2765850737,21865
0,OTHER,elementary,Corporate,51520,0,1,0,48.730241935,31.581967213,3.8770491803,0,0,9.6951867655,21877
0,2NDFL,elementary,,45013,0,0,,,31.219178082,5.2358559772,,,6.2602739726,21878
0,OTHER,elementary,Corporate,45000,0,0,0,,28.21369863,1.0006886743,2,2,8.0657534247,21880
0,OTHER,beginner,Corporate,116209,0,1,0,1350.9568996,27.099782918,0.9956733288,2,2,7.014851411,21883
0,OTHER,elementary,Corporate,89726,0,1,1,0.4127016129,26.324268284,3.0612545849,0,0,6.2996107493,21885
0,OTHER,elementary,Corporate,130259,0,1,0,14.474484767,32.828550041,0.8230705891,1,1,9.609371959,21889
0,OTHER,high,,50000,0,0,1,0.954547491,46.273972603,1.4356164384,0,0,1.2164383562,21897
