target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,55000,0,0,,,26.771914065,5.5856126956,,,4.5993113257,67446
0,2NDFL,elementary,,20290,0,0,,,31.189041096,5.402739726,,,11.136986301,67449
0,OTHER,elementary,Corporate,59254,0,0,,,39.030136986,3.4876712329,,,11.4,67454
0,OTHER,advanced,Corporate,35336,0,1,0,5.6640232975,45.171914065,5.0047907778,0,0,0.1229508197,67456
0,OTHER,elementary,,50000,0,0,,,42.106849315,1.7863013699,,,14.065753425,67459
0,OTHER,advanced,Corporate,34737,0,1,0,45.243413978,55.32479976,1.3247997605,,,9.7987723632,67461
0,OTHER,elementary,,50000,0,0,,,35.986338798,9.1628041021,,,8.4180327869,67468
0,OTHER,elementary,Corporate,121663,0,1,0,0.8243055556,34.834209147,3.7650273224,0,0,10.242428325,67472
0,OTHER,elementary,Corporate,121663,0,1,0,0.8243055556,34.834209147,3.7650273224,0,0,10.242428325,67473
0,2NDFL,advanced,,17768,0,0,1,0.3472670251,43.797814208,6.0159517928,0,0,11.204918033,67477
0,OTHER,elementary,Corporate,41238,0,1,,,27.506849315,7.5123287671,,,7.3698630137,67483
0,OTHER,elementary,Corporate,80000,0,1,1,0.4767921147,39.994520548,0.7474137286,1,1,8.7774683734,67487
0,OTHER,advanced,,40000,0,0,,,40.864173965,3.5765027322,,,7.6857923497,67491
0,OTHER,advanced,Corporate,21887,0,1,,,28.013661202,0.7629837563,,,6.8068193727,67494
0,2NDFL,elementary,,42533,0,0,2,1.0878808244,40.120218579,16.346994536,1,1,12.37431694,67497
0,2NDFL,elementary,,42533,0,0,2,1.0878808244,40.120218579,16.346994536,1,1,12.37431694,67498
0,OTHER,advanced,Corporate,39732,0,1,,,28.992664122,3.9863013699,,,7.9753424658,67501
0,OTHER,elementary,Corporate,71619,0,1,0,0.8316084229,34.449315068,4.3232876712,2,2,13.12473239,67504
0,OTHER,elementary,,82000,0,0,0,1.4103494624,30.317808219,1.8301369863,2,2,4.4684931507,67505
0,OTHER,advanced,Corporate,40118,0,1,0,,39.578920578,8.693989071,0,0,6.4227561943,67509
0,OTHER,elementary,Corporate,16054,0,1,0,0.529547491,31.710382514,4.2431693989,,,0.9104199416,67517
0,OTHER,elementary,Corporate,16054,0,1,0,0.529547491,31.710382514,4.2431693989,,,0.9104199416,67518
0,OTHER,elementary,,200000,0,0,1,-0.785304659,43.424657534,9.8054794521,3,3,10.608219178,67520
0,OTHER,elementary,,35000,0,0,,,29.558417546,2.0159517928,,,8.837869601,67522
0,OTHER,advanced,Corporate,40004,0,1,2,0.6377016129,45.293734561,23.926027397,1,1,0.1945205479,67529
0,OTHER,elementary,Corporate,67120,0,1,0,10.08077957,34.888659331,0.3825136612,0,0,10.603727824,67532
0,OTHER,advanced,Corporate,16614,0,1,0,2.5701164875,40.418511865,1.5945205479,0,0,8.4512987499,67533
0,OTHER,elementary,Corporate,50999,0,1,,,40.918796317,2.5544127554,,,6.513316865,67538
0,OTHER,advanced,Corporate,23758,0,1,1,0.6674731183,26.239688599,5.6068118871,0,0,6.195852983,67539
0,OTHER,elementary,Corporate,100006,0,1,0,7.0772401434,47.369863014,11.630136986,1,1,2.3095890411,67545
0,OTHER,beginner,Corporate,28992,0,1,1,1.1193772401,27.037502807,1.8731192455,0,0,6.9690096564,67548
0,OTHER,elementary,,30000,0,0,1,0.5381496416,26.815031065,0.8205105173,0,0,6.2369488734,67552
0,OTHER,high,,100000,0,0,1,0.3734543011,25.041185717,0.4920053896,0,0,4.9155026574,67554
0,2NDFL,elementary,,87000,0,0,,,36.293150685,2.6438356164,,,9.6465753425,67556
0,OTHER,elementary,Corporate,40781,0,1,1,1,30.484931507,1.403031664,1,1,9.1434688225,67572
0,OTHER,advanced,VIP,300000,0,0,1,1.0824148746,42.921708212,5.1381465679,0,0,9.8175986227,67576
0,OTHER,elementary,,85000,0,0,1,1.3412858423,44.642256157,0.7189684857,0,0,7.4449958829,67578
0,OTHER,high,,80000,0,0,0,1.6964157706,37.020338349,6.0751328692,0,0,12.886091773,67582
0,OTHER,elementary,,25000,0,0,0,2.5031586022,37.124447938,16.995680814,0,0,1.3874616364,67583
0,OTHER,elementary,,30000,0,0,2,0.4713933692,39.332667116,1.0395164309,0,0,9.2340369788,67585
0,OTHER,elementary,Corporate,65000,0,1,1,0.2818324373,27.320547945,2.7397260274,1,1,7.0246575342,67588
0,OTHER,elementary,,45000,0,0,0,42,45.333557901,9.5856126956,0,0,0.2650647504,67590
0,OTHER,elementary,Corporate,17961,0,1,,,40.995396362,17.060970132,,,9.4164383562,67602
0,OTHER,elementary,,24360,0,0,0,,30.385448013,3.226543903,0,0,9.7936671907,67609
0,OTHER,advanced,Corporate,23949,0,1,0,1.7009632616,50.204251815,3.781420765,0,0,4.9412381166,67612
0,OTHER,elementary,Corporate,80826,0,1,0,1350.9208109,32.177595628,3.8415300546,0,0,3.6120218579,67614
0,OTHER,elementary,,52200,0,0,,,46.512328767,3.3534246575,,,1.4931506849,67616
0,OTHER,high,Corporate,22164,0,1,,,28.868852459,0.5027322404,,,6.9181600419,67627
0,2NDFL,advanced,,12648,0,0,0,3.5014784946,48.259562842,24.153005464,0,0,3.1893929186,67632
0,2NDFL,elementary,,69600,0,0,0,6.2766801075,41.471232877,9.1069166854,0,0,11.838356164,67635
0,OTHER,advanced,,60000,0,0,1,0.8577284946,33.480440153,0.2240437158,0,0,9.3872894678,67638
0,OTHER,elementary,,30000,0,0,2,0.6057123656,26.632876712,0.1397260274,0,0,0.5496594056,67640
0,OTHER,advanced,Corporate,17411,0,1,1,0.7625448029,43.75136612,0.8828729695,0,0,7.4143798188,67641
0,2NDFL,advanced,,27860,0,0,1,1.375828853,26.440407216,1.7938318736,0,0,6.0075305038,67652
0,2NDFL,elementary,,86042,0,0,,,28.328767123,0.4738752901,,,7.8657534247,67668
0,OTHER,elementary,,150000,0,0,0,2.1427195341,35.956284153,3.9453551913,0,0,6.6566734037,67671
0,OTHER,elementary,,70000,0,0,1,0.6631048387,42.732023355,2.6498315742,0,0,7.8415300546,67678
0,OTHER,elementary,Corporate,63501,0,1,0,1361.7271057,27.095890411,1.6438356164,1,1,7.0657534247,67683
0,OTHER,high,Corporate,45000,0,0,0,13.634834229,25.080964144,1.7001422262,,,0.4946627742,67685
0,OTHER,advanced,Corporate,18251,0,1,,,49.336986301,1.213975597,,,4.3341941762,67686
0,OTHER,elementary,,97000,0,0,0,,41.208735684,10.364900067,0,0,9.4224343139,67687
0,OTHER,elementary,Corporate,58374,0,1,,,33.302702298,13.847907778,,,8.8616064077,67690
0,OTHER,advanced,Corporate,33000,0,1,2,0.3120519713,28.677595628,5.2383935923,0,0,8.2978142077,67692
0,OTHER,elementary,,40000,0,0,1,0.7961469534,33.180859346,2.7397634553,1,1,6.8575716745,67695
0,OTHER,elementary,Corporate,40000,0,0,,,40.713474062,1.0331461936,,,7.2739726027,67696
0,2NDFL,elementary,,15045,0,0,,,25.876712329,2.4630136986,,,1.6,67700
0,OTHER,elementary,Corporate,88003,0,1,2,0.5354614695,31.953551913,6.4253312374,0,0,2.2143723333,67704
0,OTHER,elementary,Corporate,358780,0,1,1,0.0573700717,38.389041096,4.3315068493,1,1,10.476712329,67707
0,2NDFL,elementary,,44784,0,0,,,27.520547945,6.4739726027,,,1.0656785688,67708
0,OTHER,elementary,Corporate,35033,0,1,,,33.154008534,1.0119320308,,,7.295890411,67709
0,2NDFL,elementary,,57760,0,0,0,0.7030913978,25.143146942,1.0856126956,0,0,4.8883524216,67712
0,OTHER,advanced,Corporate,37321,0,1,0,5.4010976703,33.810958904,11.819178082,1,1,10.956164384,67717
0,OTHER,beginner,,80000,0,0,1,0.7613351254,36.999700576,5.0709334531,0,0,9.764084138,67719
0,OTHER,elementary,,175000,0,0,0,0.3462589606,44.41592185,10.183561644,1,1,10.405479452,67730
0,OTHER,advanced,,40000,0,0,0,0.7891353047,42.41369863,1.5232876712,0,0,11.994520548,67733
0,OTHER,advanced,,52000,0,0,2,0.7616487455,35.652406617,0.6229508197,0,0,8.043715847,67734
0,OTHER,advanced,Corporate,25000,0,1,1,0.3118055556,26.093150685,1.6575342466,0,0,5.8520547945,67749
0,OTHER,elementary,Corporate,87859,0,1,0,3.2502016129,27.978142077,2.3362976271,0,0,7.8114754098,67751
0,OTHER,advanced,Corporate,39413,0,1,,,29.38560521,8.0465753425,,,8.8164383562,67759
0,2NDFL,elementary,,93872,0,0,0,0.9187724014,33.172108691,1.3556703346,0,1,9.5693689647,67763
0,2NDFL,elementary,Corporate,35182,0,1,0,12.276478495,40.046448087,0.3551912568,0,0,10.364735384,67767
0,OTHER,elementary,Corporate,49208,0,1,1,0.8934811828,25.330099558,2.1848940789,1,1,5.2396885994,67777
0,OTHER,elementary,,50000,0,0,1,0.3380376344,31.380821918,9.4082191781,0,0,4.0903660454,67788
0,OTHER,elementary,,30000,0,0,1,1.1738575269,35.469481249,3.7240437158,0,0,8.0928961749,67801
0,OTHER,advanced,Corporate,37541,0,1,1,0.7984991039,36.591488884,10.4353245,1,1,9.5449135414,67802
0,OTHER,high,Corporate,61656,0,1,,,29.295920353,5.1205778876,,,6.564413504,67809
0,OTHER,elementary,,61695,0,0,1,0.345766129,34.279160117,1.2736806647,0,0,9.7449135414,67811
0,OTHER,elementary,,45000,0,0,0,21.1203181,38.241612396,1.3977767797,1,1,5.2553110263,67813
0,OTHER,elementary,,50000,0,0,,,27.079452055,0.2217905532,,,0.51414028,67817
0,OTHER,beginner,,150000,0,0,,,42.197260274,2.2164383562,,,2.202739726,67819
0,OTHER,elementary,Corporate,55766,0,1,,,25.599505951,3.9890710383,,,2.5036155401,67825
0,OTHER,elementary,Corporate,49551,0,1,,,35.463013699,5.1077550715,,,10.126027397,67827
0,OTHER,advanced,Corporate,37745,0,1,0,,26.100142226,0.9247997605,0,0,4.976854555,67831
0,OTHER,advanced,Corporate,18475,0,1,,,28.837495322,1.0402350475,,,2.489550116,67841
0,2NDFL,elementary,,52490,0,0,,,33.84515308,2.1054270529,,,0.1803278689,67843
0,2NDFL,elementary,,69904,0,0,1,0.6367159498,40.71622876,5.8285575268,0,0,3.6038251366,67845
0,OTHER,elementary,Corporate,76816,0,1,1,0.8955869176,26.325024328,1.7003667939,0,0,6.1907777528,67853
0,OTHER,advanced,Corporate,30706,0,1,0,,41.727187664,0.6011602665,0,0,10.324447938,67854
0,OTHER,advanced,Corporate,33911,0,1,2,0.4385080645,26.973763006,5.8121191706,1,1,6.3244479377,67865
0,OTHER,elementary,,70000,0,0,1,0.702016129,31.936986301,0.7854554982,1,1,10.780821918,67867
0,OTHER,elementary,Corporate,120000,0,1,2,0.2470206093,27.603413429,4.9486189086,0,0,1.288344936,67870
0,OTHER,advanced,Corporate,50800,0,1,,,27.120547945,5.3782468748,,,5.4547945205,67875
0,2NDFL,advanced,,40821,0,0,0,0.5026657706,27.836065574,6.2256456322,0,0,6.5352346733,67879
0,2NDFL,advanced,,12347,0,0,0,1361.7311828,26.747945205,0.3643835616,1,1,5.9890410959,67882
0,OTHER,elementary,Corporate,42788,0,1,1,0.625828853,36.601504604,3.868852459,0,0,9.7741073434,67885
0,OTHER,elementary,Corporate,42788,0,1,1,0.625828853,36.601504604,3.868852459,0,0,9.7741073434,67886
0,OTHER,elementary,Corporate,42788,0,1,1,0.625828853,36.601504604,3.868852459,0,0,9.7741073434,67887
0,OTHER,elementary,Corporate,32853,0,1,,,45.390463358,1.2429223744,,,0.3123287671,67891
0,OTHER,elementary,,40000,0,0,1,0.9899641577,40.41045737,9.2273972603,0,0,10.879452055,67893
0,2NDFL,elementary,,99180,0,0,1,0.2191980287,52.356164384,9.0541058462,1,1,7.1452054795,67901
0,OTHER,elementary,Corporate,173866,0,1,0,6.8632392473,31.558941538,2.4657908526,1,1,9.4493524964,67902
0,OTHER,advanced,Corporate,42574,0,1,0,34.594668459,31.136612022,1.361344412,0,0,1.257234823,67904
0,2NDFL,elementary,,30053,0,0,0,7.0826612903,33.666741523,1.1900291938,0,0,9.1763305637,67905
0,OTHER,elementary,,65000,0,0,0,1.1431227599,40.930646006,3.2758514859,0,0,10.426536417,67906
0,OTHER,beginner,Corporate,89275,0,1,2,1.152016129,37.817598623,15.080612321,0,0,9.8121191706,67915
0,OTHER,elementary,,150000,0,0,,,31.761643836,3.1534246575,,,4.3751777828,67916
0,OTHER,advanced,Corporate,33907,0,1,0,0.4954077061,34.010958904,12.219013399,0,0,11.191780822,67917
0,2NDFL,elementary,,33220,0,0,,,35.250145969,0.4453551913,,,10.565214462,67922
0,OTHER,elementary,,35191,0,1,0,,30.010262744,4.8294408264,0,0,6.0184819223,67923
0,OTHER,elementary,,17468,0,0,0,0.8567876344,30.494138783,0.3879781421,1,1,8.4316939891,67940
0,2NDFL,elementary,,30450,0,0,,,28.706220525,5.0614117823,,,8.4109589041,67947
0,OTHER,elementary,,40000,0,0,2,0.4740815412,27.060273973,2.1260273973,2,2,6.9917808219,67955
0,2NDFL,beginner,,50966,0,0,2,0.7992383513,32.890710383,2.0686952616,3,3,11.402941837,67958
0,OTHER,advanced,Corporate,30291,0,1,1,0.5419130824,35.32479976,4.8617860618,0,0,0.8480874317,67960
0,2NDFL,elementary,,121463,0,0,,,38.282191781,3.904109589,,,10.731506849,67963
0,OTHER,advanced,Corporate,34454,0,1,,,50.906849315,11.279452055,,,4.9054719665,67969
0,OTHER,elementary,Corporate,162188,0,1,2,0.2512992832,43.327015495,12.601092896,0,0,9.4311250842,67975
0,OTHER,elementary,Corporate,26806,0,1,,,27.95890411,0.5230556179,,,7.9287671233,67984
0,OTHER,beginner,Corporate,71614,0,1,1,1.338844086,40.420765027,6.0806123213,0,0,11.168283554,67985
0,OTHER,advanced,Corporate,35000,0,1,1,0.563687276,46.847084363,2.1484542256,0,0,1.7594131297,67988
0,2NDFL,advanced,,22999,0,0,,,44.153005464,2.2042443297,,,9.234381316,67993
0,OTHER,elementary,,85640,0,0,,,28.271232877,0.2301369863,,,4.5718990942,67996
0,2NDFL,elementary,,35617,0,0,0,11.565389785,31.049988772,1.8609476757,0,0,6.1376600045,68002
0,2NDFL,advanced,,26571,0,0,,,51.917808219,2.0273972603,,,5.6608204207,68005
0,OTHER,advanced,Corporate,51528,0,1,0,2.2415770609,47.590163934,12.43442623,0,0,2.4615914365,68006
0,2NDFL,elementary,,77397,0,0,,,34.887671233,2.9452054795,,,10.975342466,68009
0,OTHER,elementary,Corporate,24824,0,1,,,49.493150685,1.701369863,,,4.4408937795,68016
0,OTHER,advanced,,50000,1,0,0,9.2430331541,45.201878883,0.4265364174,0,0,0.1775956284,68024
0,OTHER,advanced,Corporate,33747,0,1,0,9.4703629032,27.986338798,1.8079197545,0,0,6.9997005764,68025
0,2NDFL,advanced,,19738,0,0,0,,38.665753425,3.5698630137,0,0,11.712328767,68040
0,OTHER,advanced,Corporate,86971,0,1,1,0.0556899642,33.283352047,1.6221498615,1,2,10.147945205,68044
0,2NDFL,advanced,,23543,0,0,0,0.6031586022,38.619208025,5.0740025451,1,1,9.0164682985,68050
0,OTHER,elementary,Corporate,101461,0,0,,,25.631394565,5.5002470245,,,5.565820795,68071
0,2NDFL,elementary,,34394,0,0,,,31.42739726,2.3479452055,,,9.3434613369,68080
0,OTHER,elementary,,650000,0,0,,,45.78630137,5.6493150685,,,0.7385657609,68081
0,OTHER,advanced,Corporate,66510,0,1,1,0.8857078853,27.693150685,2.1315068493,0,0,7.6054794521,68089
0,OTHER,elementary,,150000,0,0,0,0.3804659498,42.626903211,8.599505951,0,0,8.106557377,68093
0,OTHER,elementary,,45000,0,0,1,0.6932571685,37.140886294,7.1682835542,0,0,11.001160266,68094
0,2NDFL,advanced,,21908,0,0,0,0.6633512545,31.159577813,0.5765027322,0,0,8.0846994536,68095
0,OTHER,elementary,,60000,0,0,0,39.862836022,41.584070664,4.5655737705,0,0,9.3374953215,68100
0,2NDFL,elementary,,22760,0,0,0,28.215210573,55.115068493,7.7561643836,1,1,9.9616438356,68103
0,2NDFL,elementary,,24726,0,0,1,1.0846550179,31.893150685,0.959809866,0,0,4.197260274,68111
0,2NDFL,high,,42880,0,0,0,,33.374646306,6.4212216483,,,8.9993038401,68113
0,2NDFL,elementary,,23121,0,0,1,0.7600134409,25.625488435,2.148776106,1,2,5.5898719964,68134
0,2NDFL,beginner,,,0,1,1,0.7580645161,41.35890411,5.7753424658,0,0,9.2164383562,68136
0,OTHER,advanced,Corporate,32986,0,1,1,0.5039426523,27.463687402,5.5075230182,0,0,7.4335504155,68145
0,OTHER,elementary,Corporate,178728,0,1,0,-66.55902778,43.569863014,2.3260273973,1,1,10.101369863,68149
0,OTHER,elementary,Corporate,32193,0,1,0,3.2390681004,38.521056965,0.5245901639,0,0,3.7374953215,68160
0,OTHER,elementary,Corporate,51453,0,1,,,41.033385732,6.1484542256,,,10.658043267,68161
0,OTHER,advanced,Corporate,16977,0,1,1,0.6646505376,37.985066247,8.2868852459,0,0,7.0316415899,68171
0,2NDFL,high,,34866,0,0,1,0.7350134409,26.633715098,4.9570027697,0,1,6.5515233176,68180
0,OTHER,elementary,Corporate,44310,0,1,1,0.959296595,27.775956284,4.0273224044,0,0,6.4886593308,68190
0,OTHER,advanced,Corporate,29608,0,1,0,,32.759577813,0.5054644809,0,0,10.411632607,68192
0,OTHER,advanced,,39000,0,0,1,0.5695340502,35.521857923,8.3907103825,0,0,9.5905456995,68194
0,OTHER,elementary,Corporate,56313,0,1,,,26.405479452,1.3205479452,,,6.101369863,68195
0,OTHER,elementary,Corporate,25618,0,1,1,0.633938172,28.758222921,5.2418294783,1,1,8.6325398608,68199
0,2NDFL,advanced,,27787,0,0,0,8,31.994520548,7.5945205479,1,1,11.24109589,68202
0,OTHER,elementary,Corporate,46160,0,1,,,27.498630137,1.5698630137,,,7.4465753425,68203
0,OTHER,elementary,Corporate,84342,3,1,0,1.3351478495,38.491391571,12.177595628,0,0,10.105090201,68210
0,OTHER,elementary,,40000,0,0,0,13.792988351,34.028070963,1.3403997305,0,0,8.4672131148,68222
0,OTHER,elementary,,60000,0,0,1,0.6623207885,54.720547945,12.9215585,0,0,9.6383561644,68225
0,OTHER,elementary,Corporate,43200,0,1,,,42.665753425,0.3178082192,,,12.304109589,68226
0,OTHER,advanced,,60000,0,0,,,41.682191781,7.2849315068,,,10.805479452,68227
0,OTHER,elementary,,28000,0,0,2,1.0511200717,29.923287671,7.8493150685,0,0,9.6,68233
0,OTHER,elementary,Corporate,31320,0,1,,,52.126027397,7.5698630137,,,7.0465753425,68242
0,OTHER,elementary,,80000,0,0,,,31.115068493,0.4684931507,,,5.273126731,68267
0,2NDFL,high,,18645,0,0,0,3.8936379928,25.090957407,1.5178082192,1,2,5.0281158769,68269
0,OTHER,elementary,,300000,0,0,1,0.7614695341,36.243835616,3.7287671233,1,1,10.432876712,68277
0,OTHER,advanced,Corporate,45203,0,1,0,1.080577957,28.713601317,1.7643835616,0,0,7.7671232877,68287
0,OTHER,elementary,Corporate,60697,0,0,,,32.821917808,9.0383561644,,,4.1452054795,68289
0,2NDFL,advanced,,40964,0,0,,,33.227097837,6.4490156449,,,9.1147690695,68291
0,OTHER,elementary,,45000,0,0,0,6.9827284946,42.975851486,6.7484542256,0,0,8.4344262295,68294
0,OTHER,elementary,Corporate,52200,0,1,0,2.0520833333,26.899139157,3.485440527,0,0,6.78681039,68304
0,2NDFL,beginner,,40062,0,0,1,0.1851926523,36.965783367,1.9726027397,1,1,0.5996631484,68311
0,2NDFL,beginner,,42021,0,0,1,0.2168682796,50.310262744,2.2198517853,0,0,5.2636874018,68334
0,2NDFL,beginner,,42021,0,0,1,0.2168682796,50.310262744,2.2198517853,0,0,5.2636874018,68335
0,OTHER,advanced,Corporate,38031,0,1,1,1.3456989247,37.304581181,0.5477505801,1,1,12.164383562,68337
0,OTHER,elementary,,120000,0,0,1,0.5010304659,37.200082341,4.5634703196,1,1,11.35890411,68339
0,2NDFL,elementary,,45374,0,0,,,35.706849315,15.17260274,,,6.3178082192,68341
0,OTHER,advanced,Corporate,42071,1,1,,,36.267759563,11.32188038,,,11.157496819,68342
0,OTHER,beginner,,110000,0,0,,,48.609491728,2.2410958904,,,3.3863013699,68344
0,OTHER,elementary,Corporate,34360,0,1,,,27.513661202,1.3390298675,,,7.4890710383,68350
0,OTHER,elementary,Corporate,59550,0,1,,,50.065753425,17.567123288,,,5.0582378921,68356
0,OTHER,elementary,,60000,0,0,1,0.2190188172,27.635616438,4.8,1,1,7.5643835616,68364
0,OTHER,elementary,Corporate,60000,0,0,1,1.2129480287,35.038356164,0.8749457295,0,2,7.4191780822,68374
0,2NDFL,elementary,Corporate,37377,0,1,,,36.093150685,0.2136986301,,,10.739726027,68376
0,OTHER,advanced,,30000,0,0,1,0.7869623656,41.916385957,5.6040571899,0,0,3.5327868852,68382
0,OTHER,high,Corporate,71334,0,1,0,1.1440636201,42.528767123,5.1264765327,1,1,9.4767123288,68384
0,OTHER,high,Corporate,71334,0,1,0,1.1440636201,42.528767123,5.1264765327,1,1,9.4767123288,68385
0,OTHER,elementary,Corporate,55363,0,1,0,2.9508736559,39.713114754,11.126858298,0,0,9.9652144622,68387
0,OTHER,elementary,,200000,0,0,1,0.3093189964,39.666427128,1.3403997305,0,0,8.9239613744,68391
0,OTHER,elementary,,50000,0,0,1,0.9891801075,25.9267011,0.7540983607,0,0,5.4472490456,68392
0,OTHER,advanced,Corporate,31490,0,1,,,48.112021858,1.2895426304,,,3.0073508496,68407
0,OTHER,elementary,,80000,0,0,0,0.9608198925,33.680956658,0.938490905,0,0,8.9521895351,68409
0,2NDFL,elementary,,30403,0,0,,,37.391810764,7.402739726,,,10.884931507,68415
0,OTHER,advanced,,70000,0,0,0,3.6303763441,31.419178082,1.3397260274,0,0,4.8804102103,68425
0,OTHER,elementary,,90132,0,0,0,16.056070789,37.61369863,0.800748559,0,0,9.6630136986,68430
0,OTHER,elementary,,90132,0,0,0,16.056070789,37.61369863,0.800748559,0,0,9.6630136986,68431
0,OTHER,elementary,,40000,0,0,,,33.887671233,11.98630137,,,10.339726027,68432
0,OTHER,elementary,Corporate,36701,0,1,1,1.1446908602,40.7905457,3.7404371585,0,0,0.9028744667,68436
0,OTHER,advanced,Corporate,31233,0,1,0,,37.218481922,0.8403997305,0,0,9.6431394565,68439
0,OTHER,elementary,Corporate,80901,0,1,0,,29.769556104,7.0873643237,0,0,9.0681862415,68445
0,2NDFL,advanced,,34017,0,0,1,1.2807571685,40.815203234,2.7850662475,0,0,11.001504604,68446
0,2NDFL,elementary,,94890,0,0,0,0.991061828,35.972677596,11.283022681,0,0,10.869324051,68450
0,OTHER,elementary,,73000,0,0,,,31.602739726,5.895890411,,,7.7698630137,68452
0,2NDFL,elementary,,191680,0,0,,,39.147249046,7.2540983607,,,8.692454525,68461
0,OTHER,elementary,VIP,299173,0,1,1,1.0574596774,33.021805524,2.0409836066,0,0,10.999887716,68470
0,OTHER,elementary,VIP,299173,0,1,1,1.0574596774,33.021805524,2.0409836066,0,0,10.999887716,68472
0,OTHER,elementary,,43000,0,0,,,33.135084961,6.3561643836,,,10.342465753,68477
0,OTHER,advanced,Corporate,37065,0,1,1,0.6267249104,42.265775881,2.8301594431,1,1,12.633879781,68478
0,2NDFL,advanced,,16538,0,0,,,32.686802904,1.6219178082,,,9.8493150685,68483
0,OTHER,elementary,,22000,0,0,0,0.5068548387,26.422905906,0.2076502732,0,0,2.8338648102,68484
0,OTHER,elementary,,22000,0,0,0,0.5068548387,26.422905906,0.2076502732,0,0,2.8338648102,68485
0,2NDFL,elementary,,276453,0,0,,,29.726394191,2.6328767123,,,9.1881428251,68488
0,2NDFL,elementary,,26534,0,0,0,1.4411962366,49.364690471,18.857534247,1,1,3.1780821918,68489
0,2NDFL,elementary,,65718,0,0,0,0.3451388889,38.506849315,0.7052773411,0,0,9.8821917808,68493
0,OTHER,elementary,Corporate,33032,1,1,1,0.9615591398,42.385440527,0.3991391571,0,0,9.08681039,68498
0,OTHER,elementary,,90000,0,0,0,34.219646057,37.989071038,12.904371585,1,1,6.5589340519,68500
0,OTHER,advanced,Corporate,32372,0,0,,,37.19955835,18.58630137,,,12.054794521,68506
0,OTHER,advanced,Corporate,29516,0,1,0,11.730040323,42.989041096,8.8828729695,0,0,13.024949472,68507
0,OTHER,advanced,,26000,0,0,0,20.311984767,39.863013699,4.8828729695,0,1,10.208219178,68511
0,OTHER,advanced,Corporate,18324,0,1,,,48.38630137,28.818040272,,,3.1534246575,68512
0,OTHER,elementary,Corporate,46110,0,0,1,-0.202105735,40.24109589,5.1573770492,2,2,9.7205479452,68519
0,OTHER,advanced,,30000,0,0,0,68.568234767,47.202739726,4.5936896474,0,0,2.1698630137,68521
0,OTHER,advanced,Corporate,68149,0,1,0,1.9573924731,51.592896175,6.4341941762,1,1,0.0573770492,68523
0,OTHER,elementary,,52000,0,0,0,,29.187461636,3.7049180328,1,1,8.4672131148,68525
0,2NDFL,elementary,,29486,0,0,0,14.246326165,47.539726027,21.824657534,1,1,2.4876712329,68526
0,OTHER,high,Corporate,32498,0,1,1,0.7588037634,27.93442623,8.7652144622,0,0,6.9569952841,68527
0,OTHER,high,Corporate,32498,0,1,1,0.7588037634,27.93442623,8.7652144622,0,0,6.9569952841,68529
0,OTHER,high,Corporate,32498,0,1,1,0.7588037634,27.93442623,8.7652144622,0,0,6.9569952841,68530
0,2NDFL,elementary,,35496,0,0,1,0.4408378136,38.779961075,3.4808743169,0,0,3.6420765027,68533
0,OTHER,elementary,Corporate,138298,0,0,0,,36.378082192,12.306849315,1,1,11.668493151,68544
0,2NDFL,advanced,,12907,0,0,1,1.0536962366,35.695920353,3.8246874766,0,0,9.8712628191,68551
0,2NDFL,elementary,VIP,33987,0,0,0,4.861155914,28.260273973,2.7808219178,1,1,0.9878583726,68553
0,2NDFL,elementary,,19261,0,0,1,1.184296595,33.636125458,9.0662624448,0,0,9.7320158695,68556
0,OTHER,advanced,Corporate,39510,0,1,1,0.9824148746,37.541597425,8.7826933154,0,0,9.0648850962,68557
0,OTHER,elementary,,25000,0,0,0,1.5644489247,53.048079946,9.2891758365,0,0,7.8770491803,68561
0,OTHER,elementary,Corporate,115540,0,1,0,1.2833557348,48.535721237,6.7452054795,0,0,3.0219178082,68563
0,OTHER,advanced,Corporate,25536,0,1,0,50.633960573,42.563522719,1.5963994311,0,0,10.119687102,68565
0,OTHER,elementary,Corporate,234797,0,1,,,31.734246575,5.5232876712,,,10.934246575,68572
0,OTHER,elementary,Corporate,90687,0,1,,,41.698630137,3.2301369863,,,9.9479452055,68573
0,OTHER,advanced,Corporate,26012,0,1,,,25.173141702,1.997260274,,,5.1622127405,68580
0,2NDFL,elementary,,30885,0,0,,,26.282191781,2.9890410959,,,6.2657534247,68581
0,OTHER,elementary,Corporate,77657,0,1,,,36.546448087,2.4221124336,,,5.4549891459,68589
0,OTHER,elementary,Corporate,17400,0,1,,,41.658522344,0.8913990568,,,3.5626319335,68591
0,2NDFL,advanced,,22599,0,0,0,31.051702509,52.900314395,12.821079422,1,1,7.4712328767,68597
0,OTHER,advanced,Corporate,42114,0,1,2,0.3074596774,48.724837188,9.1647278988,0,0,3.6054794521,68600
0,OTHER,advanced,Corporate,42114,0,1,2,0.3074596774,48.724837188,9.1647278988,0,0,3.6054794521,68602
0,OTHER,elementary,Corporate,38855,0,1,0,30.217540323,39.27190658,20.576502732,0,0,9.4417695935,68606
