Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
20;1176980;Поступление зарплаты на счет;Ремонт;0;0.49;женский;1;0;высшее;специалист;>250;0;58;40;Другое;ООО;разведен / разведена;1;1;0;0;0;0;0;3;1;0;0.3571428571;5;9;139;14;2;0;2;102;0;0;0;0;0;0;0
20;1177000;Свободная форма с печатью работодателя;Ремонт;1;0.52;женский;0;0;высшее;специалист;>250;0;35;27;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;1;0;0;0.5;2;2;99;4;0;0;3;80;0;0;0;0;0;0;0
20;1177020;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;2;0;высшее;менеджер высшего звена;< 50;0;20;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177040;Форма банка (без печати работодателя);Ремонт;1;0.52;женский;1;0;среднее-специальное;специалист;< 50;0;33;36;Торговля;ООО;женат / замужем;5;1;0;0;0;0.0759493671;1;0;0;0;0.375;6;10;219;16;4;2;7;76;1;1;0;0;0;0;0
20;1177060;2НДФЛ;Покупка автомобиля;0;0.45;мужской;1;0;высшее;менеджер среднего звена;>250;3;145;37;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177080;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;41;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177100;2НДФЛ;Ремонт;0;0.15;женский;1;0;высшее;менеджер среднего звена;>250;0;117;41;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;39;3;0;0;28;80;0;0;0;0;0;0;0
20;1177120;2НДФЛ;Ремонт;1;0.24;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177140;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177160;2НДФЛ;Ремонт;0;0.42;мужской;2;0;высшее;рабочий;>250;0;26;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177180;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.31;мужской;1;0;среднее;рабочий;>250;0;125;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177200;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;женский;0;0;незаконченное высшее;специалист;>250;0;20;25;Информационные технологии;ООО;холост / не замужем;1;0;0;0;0;0.0384615385;0;0;0;0;0.5;1;1;25;2;0;0;16;19;1;0;0;0;0;0;0
20;1177220;2НДФЛ;Ремонт;0;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;53;30;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.0173913043;1;0;0;0;0.3333333333;2;4;113;6;1;1;8;39;1;0;0;0;0;0;0
20;1177240;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;0;103;42;Информационные технологии;ООО;женат / замужем;2;1;1;1;1;0.0036231884;0;1;0;0;0.3333333333;3;6;275;9;1;1;4;86;1;0;0;0;0;0;0
20;1177260;Форма банка (без печати работодателя);Ремонт;1;0.23;женский;2;0;среднее-специальное;менеджер среднего звена;>250;0;7;41;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0734463277;0;0;0;0;0.625;5;3;164;8;3;0;24;83;1;0;0;0;0;0;0
20;1177280;Поступление зарплаты на счет;Ремонт;0;0.18;женский;0;0;высшее;менеджер среднего звена;>250;0;109;39;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0107526882;0;1;0;0;0.3333333333;2;4;92;6;0;3;3;44;1;0;0;0;0;0;0
20;1177300;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;2;0;Высшее/Второе высшее/Ученая степень;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177320;2НДФЛ;Ремонт;0;0.54;мужской;0;0;высшее;рабочий;>250;0;97;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177340;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;1;0;высшее;рабочий;>250;0;13;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177360;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;рабочий;>250;0;16;45;Торговля;ЗАО;холост / не замужем;1;1;1;0;0;0;0;1;0;0;1;1;0;4;1;1;0;3;3;0;0;0;0;0;0;0
20;1177380;Форма банка (без печати работодателя);Покупка автомобиля;1;0.47;мужской;0;0;высшее;менеджер среднего звена;>250;0;106;32;Торговля;ООО;женат / замужем;1;1;0;0;0;0.103960396;1;0;0;0;0.4;4;6;181;10;1;1;16;68;1;1;1;1;0;0;0
20;1177400;2НДФЛ;Ремонт;1;0.54;мужской;0;0;высшее;рабочий;>250;0;115;33;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0672268908;1;2;0;0;0.4545454545;5;6;111;11;4;5;5;64;1;0;0;0;0;0;0
20;1177420;Поступление зарплаты на счет;Ремонт;1;0.56;мужской;1;0;высшее;специалист;>250;0;105;38;Торговля;ООО;женат / замужем;3;2;1;0;0;0;1;1;1;1;0.25;2;6;113;8;1;1;1;95;0;0;0;0;0;0;0
20;1177440;2НДФЛ;Покупка автомобиля;1;0.49;женский;1;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177460;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;специалист;>250;0;292;42;Информационные технологии;ОАО;холост / не замужем;3;2;0;0;0;0;0;0;0;0;0.2;1;4;34;5;0;0;11;94;0;0;0;0;0;0;0
20;1177480;2НДФЛ;Покупка автомобиля;1;0.46;женский;1;0;высшее;вспомогательный персонал;< 50;0;31;25;Торговля;Индивидуальный предприниматель;женат / замужем;3;2;1;1;1;0;0;1;1;1;0.75;3;1;14;4;2;0;1;9;0;0;0;0;0;0;0
20;1177500;Форма банка (без печати работодателя);Ремонт;0;0.11;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;9;26;Торговля;ООО;холост / не замужем;2;2;1;1;0;0.3294117647;0;1;0;0;0.4;2;3;57;5;0;1;2;53;1;1;1;0;0;0;0
20;1177520;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;1;0;среднее-специальное;рабочий;>250;0;107;36;Другое;ООО;разведен / разведена;5;1;1;0;0;0.0862068966;0;1;0;0;0.3333333333;3;6;53;9;2;0;5;88;1;1;0;0;0;0;0
20;1177540;2НДФЛ;Ремонт;1;0.3;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177560;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.05;мужской;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177580;Форма банка (без печати работодателя);Ремонт;0;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;94;29;Торговля;ООО;женат / замужем;3;2;1;1;1;0;1;1;0;0;0.2;1;4;70;5;1;1;4;73;0;0;0;0;0;0;0
20;1177600;2НДФЛ;Ремонт;1;0.58;женский;1;0;высшее;менеджер среднего звена;>250;0;41;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177620;Поступление зарплаты на счет;Покупка автомобиля;0;0.49;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177640;Поступление зарплаты на счет;Ремонт;1;0.35;мужской;1;0;высшее;торговый представитель;>250;0;53;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177660;Поступление зарплаты на счет;Ремонт;0;0.42;женский;0;0;высшее;менеджер среднего звена;>250;0;454;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177680;2НДФЛ;Покупка автомобиля;0;0.46;женский;2;0;высшее;специалист;< 50;3;118;29;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;1;2;0;13;2;1;0;11;11;0;0;0;0;0;0;0
20;1177700;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.48;мужской;0;0;среднее-специальное;рабочий;>250;0;21;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177720;Форма банка (без печати работодателя);Отпуск;0;0.38;мужской;1;0;высшее;менеджер высшего звена;< 50;0;121;35;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;1;0;0;0;0.2857142857;2;5;103;7;2;2;15;93;0;0;0;0;0;0;0
20;1177740;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.35;мужской;2;0;среднее-специальное;рабочий;< 50;0;40;38;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;21;21;0;0;0;0;0;0;0
20;1177760;2НДФЛ;Покупка автомобиля;0;0.34;мужской;0;0;высшее;рабочий;< 50;0;143;33;Другое;ООО;холост / не замужем;1;1;1;1;1;0.2352941176;1;0;0;0;0.3333333333;1;2;26;3;1;1;14;64;1;1;1;1;0;0;0
20;1177780;Форма банка (без печати работодателя);Покупка автомобиля;0;0.28;мужской;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177800;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;0;11;27;Торговля;ООО;холост / не замужем;6;4;4;2;2;0.0178571429;1;0;0;0;0.375;3;5;110;8;3;0;6;41;1;0;0;0;0;0;0
20;1177820;2НДФЛ;Ремонт;1;0.3;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177840;Свободная форма с печатью работодателя;Ремонт;0;0.56;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;8;29;Информационные технологии;ООО;холост / не замужем;3;2;2;1;1;0;0;1;1;1;0.3333333333;2;4;138;6;0;0;0;93;0;0;0;0;0;0;0
20;1177860;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;13;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177880;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;1;0;среднее;вспомогательный персонал;>250;0;207;51;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177900;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;17;34;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;3;90;3;0;2;39;82;0;0;0;0;0;0;0
20;1177920;Форма банка (без печати работодателя);Покупка земли;1;0.25;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;133;35;Другое;Индивидуальный предприниматель;женат / замужем;3;1;1;1;1;0.0188679245;0;2;1;0;0.5;4;4;104;8;3;2;2;43;1;0;0;0;0;0;0
20;1177940;Форма банка (без печати работодателя);Ремонт;0;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;6;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177960;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1177980;2НДФЛ;Ремонт;1;0.59;мужской;1;0;среднее-специальное;вспомогательный персонал;< 50;0;8;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0283687943;1;0;0;0;0.375;3;5;137;8;2;0;16;79;1;0;0;0;0;0;0
20;1178000;;Ремонт;0;;мужской;1;0;второе высшее;;;0;56;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178020;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;103;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178040;Поступление зарплаты на счет;Ремонт;1;0.2;женский;0;0;высшее;рабочий;>250;0;66;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178060;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;рабочий;>250;0;14;51;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0;0;1;0;0;0.4;2;3;33;5;2;0;5;33;0;0;0;0;0;0;0
20;1178080;;Ремонт;0;;женский;1;0;Высшее/Второе высшее/Ученая степень;;;0;83;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178100;2НДФЛ;Ремонт;1;0.48;женский;2;0;высшее;специалист;>250;0;37;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178120;Поступление зарплаты на счет;Отпуск;1;0.33;мужской;2;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178140;2НДФЛ;Ремонт;1;0.5;женский;2;0;высшее;специалист;>250;3;23;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178160;2НДФЛ;Ремонт;1;0.35;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178180;2НДФЛ;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;91;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178200;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.36;мужской;0;0;высшее;вспомогательный персонал;>250;0;44;33;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0227272727;1;0;0;0;0;0;5;86;5;0;1;32;76;1;0;0;0;0;0;0
20;1178220;2НДФЛ;Ремонт;0;0.38;мужской;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178240;2НДФЛ;Покупка автомобиля;1;0.59;мужской;1;0;среднее;вспомогательный персонал;>250;3;75;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178260;Свободная форма с печатью работодателя;Ремонт;0;0.19;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178280;Форма банка (без печати работодателя);Другое;1;0.2;женский;0;0;высшее;вспомогательный персонал;>250;0;81;47;Торговля;ООО;холост / не замужем;1;1;1;1;0;0;0;0;0;0;0;0;4;64;4;0;3;29;92;0;0;0;0;0;0;0
20;1178300;Форма банка (без печати работодателя);Обучение;1;0.13;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;19;54;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178320;2НДФЛ;Ремонт;1;0.44;женский;2;0;среднее-специальное;рабочий;>250;0;147;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178340;Форма банка (без печати работодателя);Отпуск;1;0.19;мужской;0;0;высшее;менеджер высшего звена;>250;0;200;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178360;Поступление зарплаты на счет;Ремонт;0;0.13;мужской;2;0;высшее;менеджер среднего звена;>250;0;86;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178380;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.28;женский;0;0;незаконченное высшее;менеджер среднего звена;< 50;0;39;28;Торговля;ООО;гражданский брак;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1178400;Форма банка (без печати работодателя);Ремонт;1;0.55;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;132;34;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.009009009;0;0;0;0;0.8;4;1;110;5;0;0;17;89;1;0;0;0;0;0;0
20;1178420;Форма банка (без печати работодателя);Ремонт;0;0.48;мужской;1;0;высшее;менеджер высшего звена;< 50;0;42;26;Торговля;ООО;женат / замужем;1;1;1;0;0;0;1;2;1;1;0.8333333333;5;1;61;6;2;0;0;18;0;0;0;0;0;0;0
20;1178440;Свободная форма с печатью работодателя;Обучение;1;0.31;мужской;0;0;высшее;менеджер среднего звена;>250;1;22;25;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;1;0;0;1;1;0;5;1;0;0;4;4;0;0;0;0;0;0;0
20;1178460;Форма банка (без печати работодателя);Ремонт;0;0.31;женский;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178480;2НДФЛ;Ремонт;1;0.32;мужской;0;0;высшее;вспомогательный персонал;>250;3;9;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178500;2НДФЛ;Покупка автомобиля;1;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;0;247;48;Торговля;ООО;женат / замужем;0;0;0;0;0;0.15625;0;1;0;0;0.6666666667;2;1;27;3;0;0;3;89;1;0;0;0;0;0;0
20;1178520;Свободная форма с печатью работодателя;Ремонт;1;0.19;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178540;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.1;мужской;0;0;высшее;торговый представитель;>250;0;29;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178560;2НДФЛ;Покупка автомобиля;0;0.44;женский;0;0;высшее;специалист;>250;3;21;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178580;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;рабочий;>250;0;78;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178600;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;0;11;38;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.4;2;3;17;5;1;0;8;87;0;0;0;0;0;0;0
20;1178620;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178640;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;3;33;43;Торговля;ЗАО;повторный брак;1;0;0;0;0;0;0;1;0;0;0.2857142857;2;5;76;7;1;0;4;25;0;0;0;0;0;0;0
20;1178660;Поступление зарплаты на счет;Ремонт;0;0.5;женский;0;0;среднее-специальное;специалист;>250;0;58;52;Другое;ООО;женат / замужем;3;2;1;1;1;0.0476190476;0;1;1;1;0.25;2;6;120;8;1;3;1;49;1;0;0;0;0;0;0
20;1178680;2НДФЛ;Другое;1;0.49;женский;0;0;среднее;вспомогательный персонал;>250;0;18;26;Торговля;ЗАО;женат / замужем;4;2;1;1;1;0;0;0;0;0;0;0;2;13;2;0;0;50;60;0;0;0;0;0;0;0
20;1178700;Свободная форма с печатью работодателя;Ремонт;1;0.37;женский;0;0;высшее;специалист;>250;0;91;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178720;Поступление зарплаты на счет;Покупка автомобиля;1;0.45;женский;1;0;высшее;вспомогательный персонал;>250;0;6;26;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.2142857143;1;0;0;0;0.5;1;1;11;2;1;1;18;19;1;0;0;0;0;0;0
20;1178740;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178760;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178780;Форма банка (без печати работодателя);Покупка мебели;1;0.38;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178800;Свободная форма с печатью работодателя;Ремонт;1;0.33;мужской;0;0;высшее;вспомогательный персонал;>250;1;42;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178820;2НДФЛ;Ремонт;0;0.22;женский;0;0;высшее;рабочий;>250;0;138;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178840;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.57;женский;0;0;высшее;специалист;>250;0;88;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178860;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.34;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178880;Форма банка (без печати работодателя);Покупка мебели;1;0.41;мужской;1;0;незаконченное высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178900;2НДФЛ;Отпуск;0;;женский;0;0;второе высшее;другое;;0;68;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178920;Форма банка (без печати работодателя);Ремонт;1;0.44;мужской;0;0;высшее;рабочий;>250;0;81;30;Торговля;ЗАО;разведен / разведена;1;0;0;0;0;0.027027027;0;0;0;0;0.0833333333;1;11;108;12;0;1;14;76;1;0;0;0;0;0;0
20;1178940;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;вспомогательный персонал;>250;0;62;27;Торговля;ЗАО;разведен / разведена;14;4;4;4;0;0.1;0;3;1;0;0.8333333333;5;1;27;6;4;0;2;9;1;0;0;0;0;0;0
20;1178960;2НДФЛ;Ремонт;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1178980;2НДФЛ;Ремонт;0;0.44;мужской;0;0;среднее-специальное;рабочий;>250;0;10;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179000;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;специалист;>250;0;65;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179020;2НДФЛ;Покупка недвижимости/ строительство;1;0.31;женский;2;0;высшее;рабочий;>250;0;181;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179040;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;44;33;Другое;ЗАО;женат / замужем;0;0;0;0;0;0.1875;1;1;0;0;0.625;5;3;169;8;2;1;5;99;1;0;0;0;0;0;0
20;1179060;2НДФЛ;Покупка автомобиля;0;0.45;мужской;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179080;2НДФЛ;Ремонт;1;0.49;женский;2;0;высшее;торговый представитель;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179100;2НДФЛ;Ремонт;1;0.24;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179120;Форма банка (без печати работодателя);Ремонт;1;0.27;мужской;2;0;среднее-специальное;рабочий;>250;0;13;42;Другое;ООО;женат / замужем;4;3;1;0;0;0.0058479532;1;0;0;0;0.25;2;6;170;8;0;2;25;81;1;0;0;0;0;0;0
20;1179140;2НДФЛ;Ремонт;1;0.15;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179160;2НДФЛ;Ремонт;0;0.57;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;133;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179180;Поступление зарплаты на счет;Ремонт;1;0.49;женский;2;0;высшее;специалист;>250;0;120;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179200;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;1;0;высшее;менеджер высшего звена;< 50;0;72;30;Торговля;ООО;женат / замужем;2;2;2;0;0;0.0731707317;1;0;0;0;1;2;0;38;2;1;0;19;20;1;0;0;0;0;0;0
20;1179220;Поступление зарплаты на счет;Ремонт;1;0.48;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179240;Свободная форма с печатью работодателя;Ремонт;0;0.3;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179260;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;0;121;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179280;Форма банка (без печати работодателя);Ремонт;0;0.4;женский;0;0;высшее;специалист;>250;0;38;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179300;2НДФЛ;Покупка автомобиля;0;0.37;мужской;1;0;высшее;специалист;>250;3;123;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179320;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;0;0;высшее;специалист;>250;0;16;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179340;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;среднее-специальное;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179360;Форма банка (без печати работодателя);Ремонт;1;0.14;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179380;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.43;мужской;0;0;высшее;рабочий;>250;0;89;32;Другое;ООО;женат / замужем;6;3;2;2;0;0.025;0;1;1;1;0.3636363636;4;7;78;11;3;1;-1;85;1;0;0;0;0;0;0
20;1179400;;Ремонт;0;;женский;0;0;высшее;другое;;0;17;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179420;2НДФЛ;Покупка автомобиля;1;0.49;мужской;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179440;2НДФЛ;Покупка автомобиля;1;0.53;мужской;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1179460;Форма банка (без печати работодателя);Ремонт;0;0.15;мужской;0;0;высшее;специалист;>250;0;12;44;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0172413793;1;0;0;0;0;0;2;57;2;0;1;56;92;1;0;0;0;0;0;0
