Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
20;1000020;2НДФЛ;Ремонт;1;0.35;женский;1;0;второе высшее;специалист;>250;1;9;45;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000040;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;76;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000060;2НДФЛ;Ремонт;0;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;225;56;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000080;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;9;27;Другое;ООО;холост / не замужем;4;3;2;2;1;0.226993865;1;2;0;0;0.5;6;6;126;12;4;0;5;72;1;0;0;0;1;0;0
20;1000100;2НДФЛ;Ремонт;1;0.58;женский;0;0;высшее;вспомогательный персонал;>250;0;22;26;Информационные технологии;ООО;женат / замужем;9;6;1;1;0;0.3620689655;0;2;2;2;0.2857142857;2;5;37;7;1;0;1;89;1;1;0;0;0;0;0
20;1000120;Форма банка (без печати работодателя);Покупка мебели;0;0.58;женский;0;0;второе высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000140;Поступление зарплаты на счет;Другое;0;0.44;женский;0;0;второе высшее;менеджер высшего звена;>250;1;18;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000160;Поступление зарплаты на счет;Покупка бытовой техники;1;0.16;женский;0;0;высшее;вспомогательный персонал;>250;0;71;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000180;Форма банка (без печати работодателя);Ремонт;1;0.18;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;359;51;Другое;Государственное предприятие;холост / не замужем;0;0;0;0;0;0.0952380952;1;1;0;0;0.3333333333;1;2;19;3;0;2;4;12;1;0;0;0;0;0;0
20;1000200;Поступление зарплаты на счет;Другое;0;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;46;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000220;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;8;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000240;;Покупка недвижимости/ строительство;0;;женский;1;0;высшее;другое;;1;99;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000260;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.48;женский;0;0;среднее-специальное;рабочий;>250;0;14;54;Торговля;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
20;1000280;Форма банка (без печати работодателя);Ремонт;0;0.39;женский;0;0;высшее;менеджер высшего звена;>250;0;45;50;Другое;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.5;1;1;29;2;0;0;12;19;0;0;0;0;0;0;0
20;1000300;2НДФЛ;Ремонт;0;0.15;мужской;2;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000320;;Покупка недвижимости/ строительство;0;;мужской;0;0;Высшее/Второе высшее/Ученая степень;другое;;0;27;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000340;2НДФЛ;Покупка недвижимости/ строительство;0;0.59;мужской;0;0;среднее;рабочий;>250;0;120;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000360;Поступление зарплаты на счет;Другое;1;0.18;мужской;3;0;среднее;вспомогательный персонал;>250;0;6;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000380;Форма банка (без печати работодателя);Ремонт;1;0.1;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;179;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000400;Поступление зарплаты на счет;Ремонт;0;0.26;мужской;1;0;высшее;менеджер среднего звена;>250;0;75;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000420;Поступление зарплаты на счет;Покупка автомобиля;0;0.14;женский;1;0;высшее;специалист;< 50;0;51;32;Информационные технологии;ЗАО;женат / замужем;1;1;0;0;0;0;1;1;1;1;0.75;3;1;50;4;1;0;1;71;0;0;0;0;0;0;0
20;1000440;Поступление зарплаты на счет;Покупка автомобиля;1;0.26;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;15;33;Торговля;ООО;холост / не замужем;2;2;2;2;0;0.2784810127;0;0;0;0;0.5;1;1;57;2;0;0;50;75;1;1;1;1;0;0;0
20;1000460;Форма банка (без печати работодателя);Ремонт;0;0.51;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;13;28;Торговля;ЗАО;женат / замужем;2;1;1;0;0;0;1;1;0;0;0.5;4;4;148;8;2;1;3;88;0;0;0;0;0;0;0
20;1000480;;Покупка мебели;0;;мужской;0;0;высшее;другое;;1;146;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000500;Свободная форма с печатью работодателя;Ремонт;1;0.2;мужской;1;0;среднее-специальное;рабочий;< 50;0;18;35;Торговля;ООО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0;0;1;32;1;0;0;81;81;0;0;0;0;0;0;0
20;1000520;Поступление зарплаты на счет;Ремонт;1;0.53;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;118;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000540;2НДФЛ;Ремонт;0;0.31;женский;0;0;высшее;специалист;>250;0;65;29;Другое;ЗАО;холост / не замужем;3;0;0;0;0;0.138047138;0;0;0;0;0.2;2;8;256;10;0;1;13;101;1;0;0;0;0;0;0
20;1000560;2НДФЛ;Покупка автомобиля;1;0.28;мужской;2;0;среднее-специальное;рабочий;>250;0;14;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000580;Поступление зарплаты на счет;Лечение;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;6;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000600;Форма банка (без печати работодателя);Ремонт;0;0.11;мужской;0;0;высшее;специалист;< 50;0;66;49;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0;1;0;0;0;0.5;2;2;102;4;1;1;18;53;0;0;0;0;0;0;0
20;1000620;Свободная форма с печатью работодателя;Ремонт;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;184;56;Торговля;ООО;женат / замужем;2;0;0;0;0;0.2967032967;1;0;0;0;0.3333333333;3;6;192;9;1;1;17;111;1;0;0;0;0;0;0
20;1000640;2НДФЛ;Другое;0;0.52;мужской;0;0;высшее;специалист;>250;0;6;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000660;Форма банка (без печати работодателя);Ремонт;1;0.27;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;12;25;Торговля;ООО;женат / замужем;7;3;1;0;0;0.0167364017;1;0;0;0;0.7857142857;11;3;235;14;3;0;8;40;1;0;0;0;0;0;0
20;1000680;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;вспомогательный персонал;>250;1;43;37;Торговля;ООО;холост / не замужем;6;6;4;1;1;;;;;;;;;;;;;;;;;;;;;
20;1000700;Поступление зарплаты на счет;Покупка автомобиля;1;0.26;женский;0;0;высшее;специалист;>250;0;8;24;Торговля;ООО;разведен / разведена;1;1;1;0;0;0;0;0;0;0;0;0;1;7;1;0;0;28;28;0;0;0;0;0;0;0
20;1000720;Форма банка (без печати работодателя);Покупка земли;1;0.27;женский;1;0;высшее;специалист;>250;0;16;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0344827586;0;0;0;0;0;0;3;28;3;0;3;18;28;1;0;0;0;0;0;0
20;1000740;Поступление зарплаты на счет;Ремонт;1;0.17;женский;1;0;среднее-специальное;специалист;>250;0;79;44;Торговля;ООО;холост / не замужем;2;2;1;0;0;0.0379746835;1;0;0;0;0.2;1;4;76;5;1;0;12;56;1;0;0;0;0;0;0
20;1000760;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;женский;2;0;высшее;специалист;>250;0;72;39;Торговля;ООО;холост / не замужем;3;3;3;2;2;0.0384615385;0;0;0;0;0.5;2;2;25;4;2;0;7;71;1;0;0;0;0;0;0
20;1000780;Поступление зарплаты на счет;Покупка автомобиля;0;0.55;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;17;44;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0434782609;0;0;0;0;0.5;1;1;44;2;0;1;38;45;1;0;0;0;0;0;0
20;1000800;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;110;52;Другое;ОАО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0;0;3;31;3;0;1;32;52;0;0;0;0;0;0;0
20;1000820;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;1;0;высшее;менеджер среднего звена;< 50;0;33;41;Другое;ООО;женат / замужем;0;0;0;0;0;0.3653846154;0;0;0;0;0.3333333333;1;2;33;3;0;2;7;76;1;0;0;0;0;0;0
20;1000840;Форма банка (без печати работодателя);Покупка мебели;1;0.33;женский;0;0;незаконченное высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000860;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;94;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000880;2НДФЛ;Покупка автомобиля;0;0.49;женский;0;0;высшее;специалист;>250;3;54;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000900;Поступление зарплаты на счет;Ремонт;1;0.16;женский;0;0;высшее;вспомогательный персонал;>250;0;12;35;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0454545455;0;0;0;0;0;0;3;21;3;0;0;7;34;1;0;0;0;0;0;0
20;1000920;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;164;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1000940;Поступление зарплаты на счет;Покупка мебели;1;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;48;30;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.7184466019;0;1;0;0;0.6666666667;2;1;29;3;1;1;3;102;1;0;0;0;0;0;0
20;1000960;Поступление зарплаты на счет;Покупка бытовой техники;0;0.29;мужской;2;0;среднее;рабочий;>250;0;51;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0526315789;0;0;0;0;0;0;1;18;1;0;1;33;33;1;0;0;0;0;0;0
20;1000980;Поступление зарплаты на счет;Покупка автомобиля;0;0.29;женский;2;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;12;28;Другое;Иная форма;женат / замужем;1;1;1;0;0;0.0884955752;0;2;0;0;0.3;3;7;103;10;2;0;5;85;1;1;0;0;0;0;0
20;1001000;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001020;2НДФЛ;Покупка недвижимости/ строительство;1;0.53;мужской;0;0;среднее;специалист;>250;0;115;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001040;Форма банка (без печати работодателя);Покупка мебели;1;0.47;мужской;2;0;высшее;специалист;< 50;0;24;36;Другое;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0240963855;0;0;0;0;0.25;1;3;81;4;0;1;32;69;1;0;0;0;0;0;0
20;1001060;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001080;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.35;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;148;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001100;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;0;0;высшее;вспомогательный персонал;>250;3;54;29;Торговля;ООО;холост / не замужем;2;1;1;1;1;0;0;0;0;0;0.8333333333;5;1;62;6;3;0;7;35;0;0;0;0;0;0;0
20;1001120;2НДФЛ;Покупка недвижимости/ строительство;1;0.39;мужской;1;0;среднее-специальное;рабочий;>250;0;7;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001140;Форма банка (без печати работодателя);Ремонт;1;0.28;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;7;35;Торговля;ООО;женат / замужем;4;3;1;0;0;0.0672268908;0;0;0;0;0.5;2;2;111;4;0;1;16;104;1;0;0;0;0;0;0
20;1001160;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;< 50;0;22;26;Торговля;ООО;холост / не замужем;3;0;0;0;0;0;0;0;0;0;0.125;1;7;86;8;1;1;3;56;0;0;0;0;0;0;0
20;1001180;Свободная форма с печатью работодателя;Другое;1;0.25;мужской;0;0;среднее;вспомогательный персонал;< 50;0;62;38;Торговля;Индивидуальный предприниматель;холост / не замужем;12;10;2;2;1;0;0;2;1;0;1;3;0;6;3;1;0;2;7;0;0;0;0;0;0;0
20;1001200;;Покупка недвижимости/ строительство;0;;мужской;0;0;высшее;другое;;0;52;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001220;Поступление зарплаты на счет;Покупка автомобиля;1;0.5;женский;0;0;среднее-специальное;специалист;>250;0;114;47;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0;0;2;11;2;0;0;84;92;0;0;0;0;0;0;0
20;1001240;2НДФЛ;Покупка автомобиля;1;0.59;мужской;0;0;высшее;рабочий;>250;0;96;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001260;Поступление зарплаты на счет;Ремонт;0;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;46;28;Другое;ООО;холост / не замужем;2;0;0;0;0;0.0236220472;0;1;1;0;0.375;3;5;124;8;1;2;2;41;1;0;0;0;0;0;0
20;1001280;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.18;мужской;8;0;высшее;менеджер среднего звена;>250;0;212;46;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001300;Форма банка (без печати работодателя);Ремонт;0;0.2;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;25;30;Торговля;ОАО;холост / не замужем;1;1;0;0;0;0.0317460317;0;1;1;1;0.4;2;3;61;5;1;1;1;62;1;0;0;0;0;0;0
20;1001320;2НДФЛ;Ремонт;0;0.23;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;93;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001340;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;2;0;среднее-специальное;рабочий;< 50;0;115;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001360;2НДФЛ;Покупка автомобиля;1;0.24;мужской;1;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001380;Форма банка (без печати работодателя);Ремонт;1;0.14;мужской;0;0;незаконченное высшее;вспомогательный персонал;>250;0;135;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001400;Поступление зарплаты на счет;Другое;0;0.16;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001420;Поступление зарплаты на счет;Ремонт;0;0.09;женский;1;0;среднее-специальное;специалист;>250;0;9;35;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.25;3;9;84;12;2;0;13;108;0;0;0;0;0;0;0
20;1001440;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.3;женский;0;0;высшее;специалист;>250;0;165;40;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0.08;0;0;0;0;0.5;1;1;23;2;0;1;16;17;1;0;0;0;0;0;0
20;1001460;Поступление зарплаты на счет;Покупка автомобиля;1;0.18;мужской;0;0;высшее;специалист;>250;0;45;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001480;2НДФЛ;Ремонт;0;0.56;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;62;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001500;2НДФЛ;Ремонт;0;0.53;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;12;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001520;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;0;0;незаконченное высшее;специалист;>250;0;9;23;Информационные технологии;ООО;холост / не замужем;2;0;0;0;0;0;0;1;1;0;1;2;0;9;2;1;0;2;16;0;0;0;0;0;0;0
20;1001540;2НДФЛ;Покупка автомобиля;1;0.47;мужской;1;0;высшее;рабочий;>250;0;11;34;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001560;Форма банка (без печати работодателя);Ремонт;0;0.31;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;51;37;Торговля;ООО;холост / не замужем;2;1;1;1;1;0.2487562189;1;1;1;0;0.3571428571;6;8;151;14;4;2;2;106;1;0;0;0;0;0;0
20;1001580;Форма банка (без печати работодателя);Покупка земли;0;0.2;мужской;3;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;6;46;Торговля;ООО;женат / замужем;0;0;0;0;0;0.096969697;1;0;0;0;0.5;3;3;149;6;2;1;21;100;1;0;0;0;0;0;0
20;1001600;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;2;0;высшее;специалист;>250;0;128;35;Другое;ОАО;женат / замужем;1;1;1;1;1;0.1844660194;0;0;0;0;0;0;8;84;8;0;4;23;93;1;1;0;0;0;0;0
20;1001620;Форма банка (без печати работодателя);Ремонт;0;0.51;мужской;0;0;высшее;специалист;< 50;0;126;45;Торговля;ЗАО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001640;2НДФЛ;Покупка автомобиля;1;0.13;мужской;0;0;среднее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001660;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;1;0;высшее;специалист;>250;0;32;44;Торговля;ООО;разведен / разведена;2;1;1;0;0;0.3993993994;0;1;0;0;0.6;6;4;200;10;2;0;4;94;1;1;1;1;1;1;0
20;1001680;Форма банка (без печати работодателя);Лечение;0;0.54;женский;1;0;среднее-специальное;рабочий;>250;0;115;56;Другое;ОАО;холост / не замужем;2;1;1;1;1;0.1052631579;1;0;0;0;0.4375;7;9;374;16;2;2;17;99;1;1;1;1;0;0;0
20;1001700;Поступление зарплаты на счет;Ремонт;1;0.45;женский;1;0;среднее;вспомогательный персонал;>250;0;11;27;Торговля;ООО;женат / замужем;0;0;0;0;0;0.4150943396;0;0;0;0;0.5;2;2;31;4;0;0;14;20;1;1;1;0;1;0;0
20;1001720;2НДФЛ;Ремонт;1;0.59;мужской;1;0;второе высшее;вспомогательный персонал;>250;0;42;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001740;2НДФЛ;Покупка автомобиля;1;0.15;женский;1;0;высшее;специалист;>250;0;39;47;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001760;Поступление зарплаты на счет;Ремонт;1;0.42;женский;0;0;высшее;специалист;>250;1;33;25;Другое;ЗАО;женат / замужем;0;0;0;0;0;0.2222222222;0;0;0;0;0.4;2;3;42;5;1;0;8;66;1;1;1;1;0;0;0
20;1001780;Свободная форма с печатью работодателя;Ремонт;0;0.24;мужской;1;0;высшее;вспомогательный персонал;>250;0;29;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001800;2НДФЛ;Ремонт;1;0.22;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001820;Поступление зарплаты на счет;Обучение;1;0.52;мужской;1;0;среднее-специальное;специалист;>250;0;39;49;Другое;ЗАО;женат / замужем;0;0;0;0;0;0.1333333333;1;2;0;0;0.7142857143;5;2;39;7;4;1;3;96;1;1;1;1;0;0;0
20;1001840;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;женский;0;0;второе высшее;торговый представитель;>250;0;18;29;Другое;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
20;1001860;2НДФЛ;Ремонт;0;0.53;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001880;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;2;0;высшее;специалист;>250;0;17;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001900;Свободная форма с печатью работодателя;Покупка земли;1;0.19;мужской;1;0;среднее-специальное;менеджер среднего звена;< 50;0;6;40;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001920;Поступление зарплаты на счет;Ремонт;0;0.07;мужской;0;0;высшее;специалист;>250;1;96;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001940;Поступление зарплаты на счет;Ремонт;1;0.13;женский;1;0;среднее;торговый представитель;>250;0;6;27;Торговля;ООО;женат / замужем;4;4;4;4;2;;;;;;;;;;;;;;;;;;;;;
20;1001960;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;мужской;0;0;среднее-специальное;рабочий;>250;0;217;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1001980;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;специалист;>250;1;45;25;Торговля;ЗАО;женат / замужем;1;1;1;0;0;0.2045454545;0;0;0;0;0.6;3;2;35;5;1;1;5;38;1;0;0;0;0;0;0
20;1002000;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.22;женский;2;0;высшее;специалист;< 50;0;32;30;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0705882353;0;0;0;0;0.2222222222;2;7;79;9;0;0;12;57;1;0;0;0;0;0;0
20;1002020;Форма банка (без печати работодателя);Ремонт;0;0.35;женский;0;0;среднее-специальное;специалист;>250;0;88;32;Торговля;ЗАО;женат / замужем;1;1;1;1;1;0.0606060606;0;0;0;0;0.4;2;3;124;5;1;2;34;78;1;0;0;0;0;0;0
20;1002040;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>250;0;23;45;Торговля;Иная форма;холост / не замужем;1;0;0;0;0;0.0319148936;0;1;1;0;0.1428571429;1;6;91;7;1;3;2;43;1;0;0;0;0;0;0
20;1002060;2НДФЛ;Ремонт;0;0.48;женский;1;0;среднее-специальное;специалист;>250;1;32;43;Другое;ООО;женат / замужем;3;3;1;1;1;0;0;1;1;1;1;3;0;20;3;1;0;1;32;0;0;0;0;0;0;0
20;1002080;Поступление зарплаты на счет;Ремонт;1;0.43;женский;2;0;высшее;вспомогательный персонал;>250;0;24;41;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.303030303;0;0;0;0;1;2;0;23;2;0;0;11;20;1;0;0;0;0;0;0
20;1002100;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;специалист;>250;0;159;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002120;2НДФЛ;Ремонт;0;0.11;женский;1;0;высшее;специалист;>250;0;169;43;Другое;ОАО;разведен / разведена;0;0;0;0;0;0.2212389381;1;0;0;0;0.3333333333;1;2;88;3;0;1;62;86;1;0;0;0;0;0;0
20;1002140;2НДФЛ;Ремонт;0;0.35;мужской;1;0;высшее;специалист;>250;0;35;31;Другое;Государственное предприятие;женат / замужем;4;4;4;4;3;0.2;0;1;0;0;0.6666666667;2;1;4;3;0;0;3;27;1;0;0;0;0;0;0
20;1002160;Форма банка (без печати работодателя);Ремонт;1;0.36;женский;1;0;высшее;менеджер среднего звена;>250;0;33;29;Торговля;ООО;женат / замужем;1;1;1;1;0;0.1428571429;0;0;0;0;0.5;2;2;96;4;0;2;15;62;1;0;0;0;0;0;0
20;1002180;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;0;1;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;98;38;Другое;Иная форма;женат / замужем;1;1;0;0;0;0.2837837838;1;2;2;1;0.5555555556;5;4;106;9;2;1;0;52;1;1;0;0;0;0;0
20;1002200;2НДФЛ;Ремонт;1;0.25;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;85;46;Торговля;ООО;женат / замужем;1;1;1;1;1;0.04;0;0;0;0;0.6666666667;2;1;24;3;0;0;22;28;1;0;0;0;0;0;0
20;1002220;Форма банка (без печати работодателя);Другое;0;0.49;мужской;0;0;высшее;менеджер высшего звена;< 50;0;85;29;Другое;ООО;холост / не замужем;1;1;1;1;1;0.3333333333;0;0;0;0;0.8571428571;6;1;108;7;3;0;9;50;1;1;1;0;0;0;0
20;1002240;Свободная форма с печатью работодателя;Ремонт;1;0.57;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002260;Поступление зарплаты на счет;Ремонт;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;86;29;Торговля;ООО;женат / замужем;4;3;2;2;1;0.045112782;1;1;0;0;0.2727272727;3;8;127;11;1;2;4;94;1;1;0;0;0;0;0
20;1002280;2НДФЛ;Ремонт;0;0.19;мужской;2;0;высшее;менеджер среднего звена;>250;0;8;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002300;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.31;женский;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002320;Форма банка (без печати работодателя);Ремонт;0;0.41;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;44;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002340;Поступление зарплаты на счет;Ремонт;1;0.22;женский;1;0;среднее-специальное;рабочий;>250;0;201;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002360;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
